Entry format

Num AJB_ID Author [and author [and …]] [ed.|comp.], Title, Place, Publisher, year, description, price, review [and review [and …]], comments

AJB_ID   volume.section[(subsection)].entry, for example 68.144(1).25 would be volume 68, section 144, subsection 1, and entry number 25.

Commas are field separators for automatic parsing.  Use the word ‘comma’ if you want the character in field string. We will use global search and replace after parsing into fields.

Save as Unicode UTF-8 text encoding. Skip section 4 in Part 1

For volume AJB 53 Index to the Literature of 1953, started 22 Dec 2013, finished 11 Jan 2014, proofread


1 53.01(0).07  W. Großmann, Grundzüge der Ausgleichungsrechnung nach der Methode der kleinsten Quadrate nebst Anwendungen in der Geodäsie, Berlin-Göttingen-Heidelberg, Springer-Verlag, 1953, 261 pp, DM 19.80, Österreichische Z. f. Vermissungswesen 42 61, 

2 53.01(0).09  D. Kotsakis, Fehlertheorie und die Methode der Kleinsten Quadrate, Athen, , 1953, 109 pp, , , in Greek;

3 53.01(0).12  H. Mineur, Techiniques de calcul numérique à l'usage des mathématiciens comma astronomes comma physiciens et ingénieurs, , , , , , Ann d'Astrophys 16 62, reference AJB 52.01.20;

4 53.01(0).14  N. S. Petrow, Die Grundlagen der Theorie der Meßfehler, Moskau, Wissenschaftlich-technischer Staatsverlag für den Kohlenbergbau, 1953, 87 pp, 2R. 40 Kop., RJ. Astr. Geod. UdSSR Nr. 5 1954 ref 3614, in Russian;

5 53.02(0).44  J. W. T. Walsh, Photometry, London, Constable, 1953, 24+544 pp, $12.75, Phys. Abstracts (A) 56 613 and Rev. Sci. Instruments 24 968, 2nd edition;also published New York: Macmillan Co.;

6 53.03(0).01  J. Peters, Sechsstellige Tafel der trigonometrischen Funktionen; Die Werte der sechs trigonometrischen Funktionen von 10˝ zu 10˝ des in 90° geteilten Quadranten und die Werte von ctg und cosec für jede Bogensekunde von 0° 0ˊ bis 1° 20ˊ, Bonn-Hanover-Stuttgart, Gerd. Dümmlers Verlag, 1953, 293 pp, DM 35.00, Phys. Blätter 9 570, 

7 53.03(0).02  , Tables des fonctions de Legendre associées par le Centre National des Télecommunications et Service Mécanographique de l'Armée de Terre, Paris, Edition de la Revue d'Optique, 1952, 292 pp, , Ann d'Astrophys 16 467, other volume 1; 

8 53.03(0).03  , Tables of Arctan x, Washington DC, U.S. Government Printing Office, 1953, 13+170 pp, $1.75, Math. Rev. 14 905, other National Bureau of Standards Applied Mathematics Series Nr. 26; 

9 53.03(0).04  , Tables of 10ˣ (Antilogarithms to the base 10), Washington DC, U. S. Government Printing Office, 1953, 8+543 pp, $3.50, J RAS Canada 48 114 and Proc. Phys. Soc. (A) 67 482, other edited by the National Bureau of Standards; 

10 53.03(1).07  A. D. Booth and K. H. V. Booth, Automatic Digital Calculators, London, Butterworths Scientific Publications, 1953, 7+231 pp, , , 

11 53.03(1).09  J. Bückner and F. J. Weyl and L. Bierman and K. Zuse, Probleme der Entwicklung programmgesteuerter Rechengeräte und Integrieranlagen, Aachen, Mathematisches Institut, 1953, 13+75 pp, , Math. Rev. 15 64, 

12 53.03(1).10  L. Couffignal, Les machines à penser, , , , , , La Nature 81 97 and Nature 172 371, reference AJB 53.03.07;

13 53.03(1).14  G. A. Korn and T. M. Korn, Electronic Analog Computers, , , , , , Rev. Sci. Instruments 24 57, reference AJB 52.03.12;

14 53.05(0).01  G. Armellini, I fondamenti scientifici dell'Astrofisica, Milano, Ulrico Hoepli, 1953, 19+462 pp, Lire 3000, Coelum 21 24 and La Ricerca  Scientifica 23 291 and Mem SA It (NS) 24 98, 

15 53.05(0).02  H. Arnold, Der gestirnte Himmel, Jena, Urania-Verlag, 1953, 79 pp, DM 5.40, Sterne 30 74, 

16 53.05(0).03  S. Asklöf, Populär astronomi, , Wahlström & Widstrand, , 155 pp, Kr. 8.50, PAT 34 74, 

17 53.05(0).04  G. A. Baitsell, Science in Progress comma 8th Series, , Yale University Press, 1953, 285 pp, $6.00, Sky Tel. 13 57, 

18 53.05(0).05  R. H. Baker, An Introduction to Astronomy, , , , , , Rev. Sci. Instruments 24 68, reference AJB 52.05.04;

19 53.05(0).06  H. Bastian, Weltall und Urwelt (Kuszweilige Himmelskunde und Erdgeschichte), Berlin, Safari-Verlag, 1953, 438 pp, , Sternenwelt 5 156 and Weltraumfahrt 1953 96, 

20 53.05(0).07  J. Bouška, Radiová astronomie, Prag, Verlag Naše vojsko, , 4+92 pp, Kčs 4.00, , 

