Entry format

Num AJB_ID Author [and author [and …]] [ed.|comp.], Title, Place, Publisher, year, description, price, review [and review [and …]], comments

AJB_ID   volume.section[(subsection)].entry, for example 68.144(1).25 would be volume 68, section 144, subsection 1, and entry number 25.

Commas are field separators for automatic parsing.  Use the word ‘comma’ if you want the character in field string. We will use global search and replace after parsing into fields.

Save as Unicode UTF-8 text encoding. Skip section 4 in Part 1

For volume AJB 51 Index to the Literature of 1951, started 6 April 2014, finished 19 Aur 2014, proofread 24 Aug 2014


1 51.01(0).04  V. Happach, Ausgleichungsrechnung; Ein Lehrbuch der Fehlerausgleichung nach der Methode der Kleinsten Quadrate in Wissenschaft und Technik, Leipzig, B. G. Teubner, 1950, 104 pp, DM 6.20, Phys. Blätter 7 89, 2nd edition;other Teubners Mathematische Leitfäden Band 18; 

2 51.01(0).08  P. Luckey, Praktische Anleitung zum Entwerfen graphischer Rechentafeln mit durchgeführten Beispielen aus Wissenschaft und Technik, Leipzig, B. G. Teubner, 1949, 107 pp, DM 4.20, Phys. Blätter 7 383, other Mathematisch-physikalische Bibliothek Reihe I 59/60; 

3 51.01(0).11  J. Neyman, First Course in Probability and Statistics, New York, Henry Holt & Co., 1950, 350 pp, $3.50, Pop Astr 59 500, 

4 51.01(0).13  E. Rufener, La mise en équation des résultat d'expériences, Paris, Éditeur Dunod, 1951, 108 pp, , BSAF 65 317, 2nd edition;

5 51.01(0).14  W. N. Simownow, Fragen über die Abschätzung der Genauigkeit von Meßergebnissen, Moskau, Verlag für geodätische und kartographische Literatur, 1951, 115 pp, 9R., , in Russian;

6 51.02(0).11  H. Dingle, Practical Applications of Spectrum Analysis, London, Chapman & Hall Ltd., 1950, 245 pp, 40s, Obs 71 161, 

7 51.02(0).21  A. Gatterer, Grating Spectrum of Iron, Vatican City, Specola Vaticana, 1951, 16 pp, $25.00, ApJ 115 335 and Mem SA It (NS) 23 347 and ZfA 30 318, 

8 51.02(0).22  A. Gatterer and J. Junkes, Atlas der Restlinien Vol. 3, , , , , , ApJ 114 371 and ZfA 28 315, reference AJB 49.02.14;

9 51.02(0).26  G. Herzberg, Molecular Spectra and Molecular Structure I, , , , , , Proc. Phys. Soc. (A) 64 760, reference AJB 50.02.26;

10 51.02(0).28  H. H. Hopkins, Wave Theory of Aberrations, London, Geoffrey Cumberlege, 1950, 8+167 pp, 15s, Obs 71 37, also published London: Oxford University Press;other Monographs on the Physics and Chemistry of Materials; 

11 51.02(0).30  K. Jellinek, Verständliche Elemente der Wellenmechanik; Teil 1, Basel, Wepf & Co., 1950, 12+304 pp, 34 Schw. Fr., J RAS Canada 45 250 and Obs 71 39 and Sky Tel. 10 123 and Z. Naturforschung 7a 571, 

12 51.02(0).43  R. W. B. Pearse and A. G. Gaydon, The Identification of Molecular Spectra, London, Chapman & Hall Ltd., 1950, 8+276 pp, 50s, JBAA 61 50, 2nd edition;

13 51.02(0).50  R. A. Sawyer, Experimental Spectroscopy, London, Chapman & Hall, 1951, 358 pp, 30s and $6.65, JBAA 62 152 and Obs 71 205, also published New York: Prentice-Hall Inc.;

14 51.02(0).51  K. S. Schifrin, Die Streuung des Lichts im trüben Medium, Moskau-Leningrad, Staatsverlag für technisch-theoretische LIteratur, 1951, 288 pp, 8R. 85 Kop., Fortschritte Phys. Wiss. 46 298, in Russian;

15 51.02(0).63  E. Whittaker, A History of the Theories of Aether and Electricity; The Classical Theories, New York-London-Edinburgh, Thomas Nelson & Sons, 1951, 14+434 pp, 32s 6d, Obs 72 40 and Pop Astr 59 555 and Sky Tel. 11 63, 

16 51.03(0).01  L. S. Chrenow, Siebenstellige Tafeln der trignometrischenFunktionen, Moskau-Leningrad, Technish-theoretischer Staatsverlag, 1951, 416+2 pp, 33R. 75 Kop., , in Russian;

17 51.03(0).02  L. J. Comrie, Chamber's Six-Figure Mathematical Tables, , , , , , Southern Stars 14 29, reference AJB 49.03.04;

18 51.03(0).03  L. J. Comrie, Chamber's Shorter Six-Figure Mathematical Tables, Edinburgh-London, W. & R. Chambers Ltd., 1950, 26+388 pp, 12s 6d, Nature 168 441 and Proc. Phys. Soc. (A) 64 669, 

19 51.03(0).04  A. Danjon, Tables des valeurs naturelles à 6 décimales des fonctions trigonométriques de centième en centième de degré (avec une table de logarithmes des nombres jusqu'à 10000 comma à 6 décimales), Paris, Librairie Hachette, , , , BSAF 65 172, 

