Entry format

Num AJB_ID Author [and author [and …]] [ed.|comp.], Title, Place, Publisher, year, description, price, review [and review [and …]], comments
143 54.70(0).17  R. S. Richardson, Man and the Planets, London, Frederick Muller Ltd., 1954, 188 pp, 15s, JBAA 65 365 and J. British Interplanetary Soc. 14 348 and NAT 1955 72, 

144 54.72(1).05  A. Dauvillier, Le magnètisme des corps célestes; II Variations et origine du géomagnétisme, Paris, Hermann et Cie, 1954, 161 pp, fr. 1500, BSAF 69 212 and Ciel et Terre 71 39, 

145 54.72(1).09  H. Jeffreys, The Earth comma its Origin comma History and Physical Constitution, , , , , , Amer. J. Sci. 252 60, reference AJB 53.72.11;

146 54.72(1).13  W. A. Magnizkij, Grundlagen der Erdphysik, Moskau, Geodesieverlag, 1953, 290 pp, 10 R., RJ Astr. Geod. UdSSR Nr. 10 1955 ref 4522, in Russian;

147 54.72(1).15  M. Nahas, La mécanique du globe et sa structure, Paris, Herman & Cie, 1954, , , Ciel et Terre 71 112, 

148 54.72(1).19  H. Shapley, Climatic Change, , , , , , Amer. J. Phys. 22 499 and Sky Tel. 14 380, reference AJB 53.72.23;

149 54.72(1).20  G. P. Kuiper ed., The Solar System Vol II The Earth as a Planet, Chicago, University of Chicago Press, 1954, 17+751 pp, $12.50, Ann d'Astrophys. 18 78 and Astronautics 2 85 and JBAA 65 85 and J RAS Canada 49 256 and NAT 1955 70 and Sky Tel. 14 244 and Sky Tel. 15 29, also published London: Cambridge University Press and Toronto: The University of Toronto Press;

150 54.72(2).35  R. M. Goody, The Physics of the Stratosphere, London, Cambridge University Press, 1953, 187 pp, 21s, J. Atmosph. Terr. Phys. 5 187, 

151 54.72(6).94  K. Rawer, Die Ionosphäre, , , , , , Scientia 89 35, reference AJB 52.72.89;

152 54.73(2).03  N. O. Bergquist, The Moon Puzzle, Kopenhagen, Grasfisk Forlag, 1954, 378 pp, 16s, Astronautics 2 133 and JBAA 65 173 and Nature 174 668 and La Nature 82 318, also published England: Sidgwick & Jackson;

153 54.73(2).09  P. Moore, A Guide to the Moon, , , , , , La Nature 82 238, reference AJB 53.73.21;

154 54.73(2).14  R. A. Smith and A. C. Clarke, Exploration of the Moon, London, Frederick Muller Ltd., 1954, 112 pp, 18s, JBAA 65 120 and J. British Interplanetary Soc. 14 59, 

155 54.73(2).18  H. P. Wilkins, Our Moon, London, Frederick Muller Ltd., 1954, 180 pp, 12s 6d, BSAF 68 254 and JBAA 65 121 and J. British Interplanetary Soc. 13 241 and NAT 1954 151 and Sky Tel. 13 345 and Strolling Astronomer 8 46, 

156 54.74(0).27  R. S. Richardson, Exploring Mars, New York, McGraw-Hill Book Co. Inc., 1954, 261 pp, $4.00, Astronautics 2 83 and JBAA 65 83 and Publ ASP 67 124 and Strolling Astronomer 9 21 and Sky Tel. 14 156 and Sky Tel. 14 337, 

157 54.74(0).36  H. Strughold, The Green and Red Planet, London, Sidgwick & Jackson, 1954, 16+96 pp, 7s 6d, J. British Interplanetary Soc. 13 58 and Mitt. Planetenbeobachter 8 24 and Obs 75 86 and Publ ASP  66 155 and Weltraumfahrt 1954 32, reprint of AJB 53.74.14;

158 54.74(0).39  G. de Vaucouleurs, Physics of the Planet Mars, London, Faber & Faber Ltd, 1954, 365 pp, 50s and $10.00, Irish AJ 3 229 and JBAA 65 366 and J. British Interplanetary Soc. 14 112 and Publ ASP 67 265 and Sky Tel. 14 243 and Sky Tel. 14 379 and Urania København 12 57, also published New York: Macmillan;

159 54.80(0).19  R. A. Lyttleton, The Comets and their Origin, , , , , , Geochim. Cosmochim. Acta 5 243 and J. Atmosph. Terr. Phys. 5 115 and Nature 173 415, reference AJB 53.80.19;

160 54.80(0).23  J. G. Porter, Comets and Meteor Streams, , , , , , J. Optical Soc. America 45 231, reference AJB 52.80.12;

161 54.80(0).24  N. B. Richter, Statistik und Physik der Kometen, Leipzig, Verlag Johann Ambrosius Barth, 1954, 6+142 pp, DM 13.40, Obs 75 87 and Orion Schaffhausen 4 450 and Phys. Blätter 11 378 and Sky Tel. 14 243 and Sterne 31 30 and VdS Nachrichtenblatt 4 7, 

162 54.80(0).31  K. Wurm, Die Kometen, Berlin-Göttingen-Heidelberg, Springer-Verlag, 1954, 5+160 pp, DM 7.80, Coelum 23 28 and Mem SA It (NS) 26 119 and ZfA 37 214, other Verständliche Wissenschaft Band 53; 

163 54.82(1).38  A. C. B. Lovell, Meteor Astronomy, New York, Oxford University Press, 1954, 16+463 pp, $9.60 and 60s, Coelum 23 154 and Endeavour 14 159 and Irish AJ 3 144 and JBAA 65 251 and J. British Interplanetary Soc. 14 289 and Obs 75 181 and Phys. Abstract (A) 58 190 and Proc. Phys. Soc. (B) 68 322 and Publ ASP 67 189 and Sky Tel. 14 244 and Sky Tel. 14 420, also published London: Claredon Press;

164 54.83(0).19  G. T. Prior, Catalogue of Meteorites with special reference to those represented in the collection of the British Museum (Natural History), London, British Museum, 1953, 28+432 pp, £3 10s, Amer. J. Sci. 252 314 and Geochim. Cosmochim. Acta 6 207 and Meteoritics 1 233, 2nd edition;edited by M. H. Hey;

165 54.91(1).36  H. Arnold, Sternkarte des nördlichen Himmels mit Planetentafel, Jena, Urania-Verlag, , , DM 36.00, Ciel et Terre 71 351 and Deutsche Hydrographische Z. 7 145 and Sterne 30 74, 

166 54.91(1).38  R. Changeux, Nouvelle Carte du Ciel, Paris, Ed. Gauthier-Villars, 1954, , Fr. 1200, Ciel et Terrre 71 38, 

167 54.91(1).39  G. B. Lacchini, Atlante celeste, Faenza, , , , Lire 700, Coelum 23 28, 

168 54.91(1).40  R. Todorovich, Cartes d'Identification d'Etoiles pour Marins et Aviateurs, Marseille, Ferran, 1954, 16 charts, , J. Institute Navigation 8 184, 

169 54.91(1).42  F. W. Argelander ed., Bonner Durchmusterung: Atlas des nördlichen gestirnten Himmels für den Anfang des Jahres 1855, Bonn, Ferd. Dümmlers Verlag, 1954, 40 charts, DM 98.00, Coelum 23 28 and Mitt. AG 1954 132 and Sterne 31 31 and ZfA 36 98, 3rd edition;

170 54.110(0).04  C. Payne-Gaposchkin, Variable Stars and Galactic Structure, London, The Athlone Press, 1954, 12+116 pp, 18s and $3.50, Ciel et Terre 71 273 and J RAS Canada 49 207 and Obs 75 225 and PAT 36 159 and Phys. Abstracts (A) 58 193 and Sky Tel. 14 244 and ZfA 37 215, also published London: The University of London Press;

171 54.120(0).02  J. L. E. Dreyer, New General Catalogue, , , , , , Nature 174 634, reference AJB 53.120.02;

172 54.122(0).04  J. Dufey, Nébuleuses galactiques et matière interstellaire, Paris, Albin Michel, 1954, 492 pp, frs. 1650, Ann d'Astrophys 17 237 and BSAF 68 168 and Ciel et Terre 70 228 and Coelum 22 87 and Endeavour 14 49 and Gaz astr 36 25 and J. Astr. Soc. Victoria 7 40 and La Nature 82 278 and PAT 35 167 and Sky Tel. 13 309 and Sky Tel. 14 155 and ZfA 36 293, 

173 54.126(1).08  B. Lovell and J. A. Clegg, Radio Astronomy, , , , , , ZfMG 49 288, reference AJB 52.126.18;

174 54.126(1).25  F. G. Bowen ed., A Textbook of Radar, , Cambridge University Press, 1954, 13+617 pp, 45s, J. Atmosph. Terr. Phys. 5 350, other by the staff of the Radiophysics Laboratory Council for Scientific and Industrial Research; 

175 54.127(0).07  A. Dauvillier, Les rayons cosmiques dans leurs rapports avec l'électricité atmosphérique comma la météorologie comma le géomagnétisme at l'astronomie, Paris, Dunod, 1954, 565 pp, , Ann d'Astrophy 18 234 and Ciel et Terre 71 192, other in two volumes; 

176 54.127(0).26  L. Leprince-Ringuet, I raggi cosmici, Turin, Edizioni scientifiche Einaudi, 1954, 16+428 pp, L. 3500, Mem SA It (NS) 25 219, translated from French by M. Cini;

177 54.127(0).38  G. D. Rochester and J. G. Wilson, Cloud Chamber Photographs of the Cosmic Radiation, London, Pergamon Press, 1952, 128 pp, £3 10s, Naturewissenschaften 41 290, 

178 54.127(0).55  J. G. Wilson ed., Progress in Cosmic Ray Physics II, Amsterdam, North-Holland Publishing Co., , 11+322 pp, , Brit. J. appl. Phys. 5 301, 

179 54.127(0).56  W. Heisenberg ed., Kosmische Strahlung, , , , , , Ann d'Astrophys 16 290 and J. Atmosph. Terr. Phys. 5 186 and Naturewissenschaften 41 408, reference AJB 53.127.32;

180 54.130(0).02  O. Eggert and F. Koll and G. Klietsch, Geodätische Rechnungen mittels der Rechenmaschine, Stuttgart, Verlag Konrad Wittwer, 1954, 7+130 pp, , , 3rd edition;

181 54.130(0).07  L. J. Lukeš, Základy geodetické astronomie, Prag, Techn. Verlag, , 246 pp, Kčs 27.60, , 

182 54.130(0).10  P. Tardi and G. Laclavere, Traité de géodésie Tome I fasc 2, Paris, Gauthiers-Villars, 1954, 325 pp, fr. 3700, Ciel et Terre 71 114, 2nd edition;

183 54.130(0).11  , Die Arbeiten der dritten Breitenkonferenz der Sowjetunion, Kiew, Verlag Akad. Wiss. Ukrain. Sowjetrepublik, 1954, , , RJ Astr. Geod. UdSSR Nr. 3 1955 and RJ Astr. Geod. UdSSR Nr. 6 1955 and RJ Astr. Geod. UdSSR Nr. 7 1955, in Russian;

184 54.132(0).43  , Sur le but et le programme d'observation du Service Intermational de Latitude, Moskau, Verlag Akad. Wiss. UdSSR, 1954, 107 pp, , , in Russian;other with portions in French; 

185 54.133(0).03  M. Bini, Navigazione Astronomica, Livorno, Accademie Navale, 1954, 382 pp, , J. Inst. Navigation 8 84, 

186 54.133(0).06  P. Collinder, A History of Marine Navigation, , B. T. Batsford, 1954, 95 pp, 21s, J. Inst. Navigation 8 187, 

187 54.133(0).09  W. F. Djakonow, Nautische Ortsbestimmung mit der Sonne nebst einer Untersuchung der Genauigkeit, Leningrad, Wassertransport-Verlag, 1954, , 9R. 40 Kop., RJ Astr. Geod. UdSSR Nr. 7 1955 ref 2725, in Russian;

188 54.133(0).16  O. E. Kádner, Astronomická navigace pro letce, Prag, Techn. Verlag, 1954, 320 pp, Kčs 36.00, , 

189 54.133(0).19  W. S. MacIlwaine and J. Mornement, A Companion to Modern Navigation, , George Philip & Son, 1954, 167 pp, 12s 6d, J. Inst. Navigation 8 192, 

190 54.133(0).29  , The Admiralty Manual of Navigation, London, H. M. Stationery Office, 1954, 287 pp, 12s 6d, J. Inst. Navigation 8 180, 

191 54.133(0).30  C. W. T. Layton ed., Hansen's Improved Ex-Meridian tables, Glasgow, Brown comma Son & Ferguson, 1954, 117 pp, 10s 6d, J. Inst. Navigation 7 315, 

192 54.134(0).02  W. von Braun, The Mars Project, , , , , , La Nature 82 278, reference AJB 53.134.04;

193 54.134(0).04  A. C. Clarke, Vorstoß ins All, , , , , , Astr. Nachr. Berlin-Treptow 7 81, reference AJB 53.134.06;

194 54.134(0).05  P. E. Cleator, Into Space, , , , , , Weltraumfahrt 1954 31, reference AJB 53.134.07;

195 54.134(0).12  K. W. Gatland and A. M. Kunesch, Space Travel, , , , , , Astronautics 2 134, reference AJB 53.134.09;

196 54.134(0).15  M. Hoyaux, Les communications interplanétaires sont-elles pour demain?, Anvers, <<Mécanic>>, , 48 pp, 35 fr., Ciel et Terre 70 70, 

197 54.134(0).21  J. N. Leonard, Flight into Space, London, Sidgwick & Jackson Ltd., 1954, 245 pp, , Weltraumfahrt 1954 63, 

198 54.134(0).22  W. Ley, Rockets comma Missiles comma and Space Travel, , , , , , Nature 173 183, reference AJB 51.134.14;

199 54.134(0).23  W. Ley and C. Bonestell, Die Eroberung des Weltalls, , , , , , Astr. Nachr. Berlin-Treptow 7 82, reference AJB 52.134.18;

200 54.134(0).26  H. E. Newall jr., High Altitude Rocket Research, , , , , , Nature 173 697 and Rev. Sci. Instruments 25 826 and Weltraumfahrt 1954 92, reference AJB 53.134.19;

201 54.134(0).35  A. Sternfeld, Le vol dans l'espace cosmique, Paris, Les Editeurs Français Réunis, 1954, 197 pp, 320 fr., Astronautics 2 132, translated from Russian by P. Kolodkine;

202 54.134(0).41  N. G. Tscheryschew, Über den Flug ins Weltall, Leipzig, Urania-Verlag, 1954, 41 pp, DM 0.40, Astr. Nachr. Berlin-Treptow 7 83, 

203 54.134(0).44  L. Brandt ed., Sonderfragen der Funkortung in Luftraum und im Weltall, Dortmund, Verkehrs- und Wirtschafts-Verlag G.m.b.H., 1954, 72 pp, , Weltraumfahrt 1954 63, 

204 54.134(0).45  , Space-Flight Problems, Biel-Bienne, Laubscher & Cie, 1954, 224 pp, 28 sfr., Astronautics 2 133, 

205 54.134(0).46  R. L. F. Boyd and M. J. Seaton and H. S. W. Massey ed., Rocket Exploration of the Upper Atmosphere, London, Pergamon Press, 1954, 8+376 pp, £3 15s and $11.00, Ann. Géophys. 10 382 and Astronautics 2 37 and Ciel et Terre 71 42 and J. British Interplanetary Soc. 14 122 and J RAS Canada 48 236 and Mem SA It (NS) 26 117 and Obs 75 87 and Proc. Phys. Soc. (B) 68 254 and Sky Tel. 14 110 and Sky Tel. 14 467 and Z. Naturforschung 10a 422, also published New York: Interscience Publishers Inc.;

