Entry format

Num AJB_ID Author [and author [and …]] [ed.|comp.], Title, Place, Publisher, year, description, price, review [and review [and …]], comments
22 57.05(0).10 N. Boneff, Astrophysik, Sofia, Wissenschaft und Kunst, 1956, 180 pp, , , 2nd edition;

23 57.05(0).11 R. Brandt, Himmelswunder im Feldstecher, , , , , , Gaz astr. 38-39 91, reference AJB 56.05.18;

24 57.05(0).12 F. Bauchet and J. Durmarqué and P. Condere, Cosmographie, Paris, Delgrave, 1957, 192 pp, , , 2nd edition;

25 57.05(0).13 F. A. Bubleinikow, 4000 Jahre Kampf um das Weltbild; Die Entwicklung der Vorstellung von der Erde, Leipzig, Urania-Verlag, , 200 pp, DM 7.80, VdS Nachr. 7 43, translated from Russian;

26 57.05(0).14 W. Büdeler, Teleskopi comma Rakete comma Zvijezde, Zagrab, Izdanje <<Tehnička knjiga>>, 1957, 292 pp, 600 Din., , translated from German;

27 57.05(0).15 R. Cartier, Die Welt—woher sie kommt—wohin sie geht, Hamburg, Blüchert Verlag, 1957, 156 pp, DM 16.80, Mitt. Planetenbeobachter 10 61, translated from French by P. W. Tügel and S. Groueff;edited by P. Jordan;in German;

28 57.05(0).16 J. M. Chamberlain and T. D. Nicholson, Planets comma Stars and Space, Mankato MI, Creative Educational Society, 1957, 223 pp, $7.50, Sky Tel. 17 419 and Sky Tel. 18 40, 

29 57.05(0).17 E. K. Charadse, Was sagt die Wissenschaft über den Bau des Universums, Tiflis, Staatsverlag Georg. Sowjetrepublik, 1956, 80 pp, 80 Kop., , in Georgian;

30 57.05(0).18 E. K. Charadse, Astronomie: Lehrbuch für die 10 und 11 Klasse, Tiflis, Staatsvelag Georg. Sowjetrepublik, 1956, 227 pp, 3R., , 8th edition;in Georgian;

31 57.05(0).19 A. Croome, Wonderama: a Book of Modern Marvels, London, Adprint, 1957, , , Spaceflight 1 263, edited by E. Andrews;

32 57.05(0).20 A. Dauvillier, Cosmologie et chimie, , , , , , Obs 78 37 and Scientia 92 167, reference AJB 55.05.12;

33 57.05(0).21 J. Dommanget, Exploration du ciel, Namur, Ed. du Soleil Levant, , 8+56 pp, 30F. and 20 belg. Fr., Ciel et Terre 73 573 and Gaz astr. 40 16, 2nd edition;

34 57.05(0).22 A. van Dooren, Kosmografie, Maaseik (Belgium), College van het H. Kruis, , 76 pp, hfl. 2.20, Hemel en Dampkring 56 69, 

35 57.05(0).23 J. Eugster, Sterne strahlen dich an, Bern-Stuttgart, Hans Huber, 1957, 74 pp, , Sterne 34 157 and Urania København 15 4 and Weltrumfahrt 1957 99, 

36 57.05(0).24 W. G. Fessenkow, ABC do sistema solar, Rio de Janeiro, Ed. Vitoria, 1957, 184 pp, 100 Cruz., , translated from Russian;

37 57.05(0).25 K. Fladt and H. Seitz, Astronomie, Stuttgart, Ernst Klett Verlag, 1957, 8+200 pp, DM 15.80, Mitt. Plantenbeobachter 10 49 and Naturwiss. Rundschau 10 395 and Phys. Ber. 37 1309 and Phys. Blätter 14 92 and ZfA 45 81, 

38 57.05(0).26 K. W. Gatland and D. D. Dempster, The Inhabited Universe, , Allan Wingate, 1957, , 21s, Spaceflight 1 263, 

39 57.05(0).27 J. Gauzit, Les grands problèmes d l'astronomie, Paris, Dunod, 1957, 184 pp, ffrs. 680, Ann d'Astrophys 19 338 and BSAF 71 314 and Ciel et Terre 73 353 and La Nature 85 459 and RJ 1957 Nr. 9 11, 2nd edition;

40 57.05(0).28 G. A. Gurew, Was ist das Weltall?, Moskau, Techn. Staatsverlag, 1957, 200 pp, 3R. 15 Kop., , in Russian;

41 57.05(0).29 F. Hoyle, Aux frontières de l'Astronomie, Paris, Corrêa, 1956, 385 pp, ffrs 1800, La Nature 85 78, reprint of AJB 55.05.23;

42 57.05(0).30 F. Hoyle, Das grenzenlose All: Der Vorstoß der modernen Astrophysik in den Weltraum, Köln-Berlin, Kiepenheuer & Witsch, 1957, 423 pp, DM 18.50, Naturewiss. Rundschau 10 395 and Phys. Blätter 13 579 and Sterne 34 207 and Sternenbote 8 84 and Waltraumfahrt 1957 98 and ZfA 46 279, reprint of AJB 55.05.23;translated from English by K. O. Kiepenheuer and H. Siebler-Ferry;

43 57.05(0).31 F. Hoyle, Planeten comma sterren comma melkwegen, Den Haag, Heinemann, , 335 pp, hfl. 12.90, Hemel en Dampkring 55 190, reprint of AJB 55.05.23;translated from English;in H.;

44 57.05(0).32 G. M. Idliss, Kosmische Materie, Moskau, Verlag Akad. Wiss. UdSSR, 1957, 126 pp, 2R., Priroda 46 Nr. 6 120, in Russian;

45 57.05(0).34 K. Kaltschajew, Die Welt der Sterne, Aschshabad, , 1956, 26 pp, 80 Kop., , in Turkmen.;

46 57.05(0).35 H. C. King, The Background of Astronomy, London, C. A. Watts & Co. Ltd., 1957, 6+254 pp, 18s, JBAA 68 70 and J RAS Canada 52 190 and Obs 78 35, 

47 57.05(0).36 J. Kleczek, Nitro hvězd, Prag, Verlag Akad. Wiss., , 226 pp, Kčs 10.50, RH 38 143, 

48 57.05(0).37 I. G. Koltschinskij, Methodische Hinweise auf die Lektionen <<Ungewöhnliche Himmelserscheinungen>>, Kiew, Zentrales Lektionsbüro, 1956, 35 pp, , , in Ukrainian;

49 57.05(0).38 W. N. Komarow, Die Bewegung der Sterne, Moskau, Staatsverlag für technisch-theoretische Literatur, 1957, 66 pp, 1R. 10 Kop., Priroda 47 Nr. 3 121, in Russian;

50 57.05(0).39 W. S. Krogdahl, The Astronomical Universe, New York, The Macmillan Company, 1957, 17+599 pp, , , 2nd edition;reprint of AJB 52.05.31;

51 57.05(0).40 W. Kruse and W. Dieckvoss, The Stars, Ann Arbor MI, University of Michigan Press, 1957, 202 pp, $5.00, JBAA 68 223 and Sky Tel. 17 306 and Sky Tel. 17 363, translated from German by R. Manheim;

52 57.05(0).41 F. Link, Co víme o hvězdách, Prag, Verlag Akad. Wiss., , 144 pp, Kčs 5.74, RH 38 143, 2nd edition;

53 57.05(0).42 R. A. Lyttleton, The Modern Universe, , , , , , El Universo Nr. 43 99 and Nature 179 505, reference AJB 56.05.47;

54 57.05(0).43 T. Maloney, Other Worlds in Space, London, Acorn Press, , 128 pp, 12s 6d and $2.95, Sky Tel. 17 525 and Spaceflight 1 226, also published London: Sterling;other Acron Press edition published in 1957; other Sterling edition published in 1958; 

55 57.05(0).44 A. Masani, Questioni di Astronomia I comma II, Genova, Libreria Mario Bozzi, 1957, v1 418 pp and v2 176 pp, , Mem SA It (NS) 29 159, 

56 57.05(0).45 M. Montygierd, Zjawiska niebieskie, Warsawa, <<Wiedza Powszechna>>, 1957, 56 pp, 2 zł, , 

57 57.05(0).46 P. Moore, The Amateur Astronomer, London, Lutterworth Press, 1957, 337 pp, 25s and $4.50, El Universo Nr 44 155 and JBAA 68 192 and J. British Interplanetary Soc. 16 386 and Sky Tel. 16 596 and Sky Tel. 17 141 and Strolling Astronomer 11 115 and Urania København 15 5, also published New York: W. W. Norton & Co. Inc;

58 57.05(0).47 P. Moore, Venus, Murnau, Verlag Seb. Lux, 1957, 74 pp, , Planetenbeobachter 10 48, translated  by G. D. Roth;in German;

59 57.05(0).48 K. F. Ogorodnikow, Woran sich die Erde hält, , , , , , , other Auch in weiteren Landessprachen der UdSSR enschienen; reference AJB 50.05.37;

60 57.05(0).50 K. F. Ogorodnikow, Wieviel Sterne stehen am Himmel?, Tiflis, , 1956, 44 pp, 65 Kop., , reprint of AJB 56.05.54;in Georgian;

61 57.05(0).50 M. W. Ovenden, Looking at the Stars, London, Phoenix House, 1957, 192 pp, 10s  6d, JBAA 68 274 and Publ ASP 70 336 and Sky Tel. 17 306 and Spaceflight 1 262, 

62 57.05(0).51 P. P. Parenago, In der Welt der Sterne, Moskau, Techn. Staatsverlag, 1957, 96 pp, 1R. 55 Kop., , in Russian;

63 57.05(0).52 P. I. Popow, Słonce i Ziema, Warsawa, Wydawn. Min. Obrony Narod., 1955, 70 pp, 1.90 zł, , reprint of AJB 49.05.44;translated from Russian;

64 57.05(0).53 H. A. Rey, The Stars, Boston, Houghton Miffin Co., 1956, 144 pp, $6.00, J RAS Canada 52 191, 4th edition;

65 57.05(0).54 L. Rosino, Fisica delle stelle, , , , , , Scientia 92 197, reference AJB 56.05.63;

66 57.05(0).55 P. Rousseau, A la conquête des étioles, , , , , , BSAF 71 448 and La Nature 85 157, reference AJB 56.05.66;

67 57.05(0).56 P. Rosseau, Le monde des étoiles, Paris, Hachette, 1956, 248 pp, 500 fr., , 

68 57.05(0).57 L. Rudaux and G. de Vaucouleurs, Astronomie: Les astres comma l'univers, Paris, Librairie Larousse, 1956, 8+503 pp, , RJ 1958 Nr. 1 7, 

69 57.05(0).58 E. Rybka, Astronomia dla Klasy XI, Warsawa, Państwowe Zaklady Wydawnictwo Szkolnych, 1957, 163 pp, 5.50 zł, , 8th edition;other Lehrbuch der Astronomie für Mittleschulen; 

70 57.05(0).59 P. Rybka, Astronomia ogólna, Warsawa, Państwowe Wydawnictwo Naukowe, 1957, 490 pp, 43.50 zł, , 2nd edition;other Lehrbuch der Astronomie für hölhere Lehranstalten; 

71 57.05(0).60 W. Schroeder, Practical Astronomy, New York, Philosophical Library, 1957, 206 pp, $6.00, Publ ASP 69 591 and Sky Tel. 17 93 and Sky Tel. 17 195 and Spaceflight 1 262, 

72 57.05(0).61 J. B. Sidgwick, Introducing Astronomy, New York, The Macmillan Co., 1957, 259 pp, $3.50, Publ ASP 69 279 and Sky Tel. 16 337 and Sky Tel. 17 141 and Sky Tel. 17 143, 

73 57.05(0).62 O. Thomas, Astronomie comma Tatsachen und Probleme, , , , , , El Universo Nr. 42 45 and J RAS Canada 52 35 and NAT 1957 35 and Orion Schafthausen 5 489 and Sterne 34 45 and Sternenbote 1 18 and VdS Nachr. 7 14, reference AJB 56.05.76;

74 57.05(0).63 G. de Vaucouleurs, Discovery of the Universe: An Outline of the History of Astronomy from the Origins to 1956, London, Faber & Faber Ltd., 1957, 328 pp, 30s and $6.00, AJ UdSSR 35 677 and El Universo 12 99 and Endeavour 17 48 and J. Astr. Soc Victoria 10 61  and JBAA 67 325 and La Nature 85 459 and MN ASSA 16 61 and Obs 77 157 and Publ ASP 69 588 and Rev. Astr. Nr. 143 92 and Sky Tel. 16 596 and Sky Tel. 17 87 and Southern Stars 17 98 and Spaceflight 1 225 and Strolling Astronomer 12 27, also published New York: The Macmillan Co.;

75 57.05(0).64 S. Waldhard, Unterhaltungen über das Weltall, Moskau, Verlag <<Moskauer Arbeiter>>, 1957, 176 pp, 2R. 15 Kop., Priroda 46 Nr. 9 125, in Russian;

76 57.05(0).65 W. Widmann and K. Schütte, Welcher Stern ist das?, Stuttgart, Kosmos-Verlag, 1957, 156 pp, DM 7.50, , also published Stuttgart: Fanckhsche Verlagshandlung;other Check name and location of publishers; 

77 57.05(0).66 W. Widmann and K. Schütte, Guide to the Stars, , Thames & Hudson, , 224 pp, 21s, Obs 77 212, reprint of AJB 52.05.67;translated  by A. Beer;in English;other is this the same as AJB 57.05.65?; 

78 57.05(0).67 H. P. Wilkins, Les mystères de l'Espace et du Temps, Paris, Payot, 1956, 206 pp, ffrs. 900, La Nature 85 157, reprint of AJB 56.05.82;translated  by J. Leguèbe;

79 57.05(0).68 H. P Wilkins, Introductions to Young Astronomers, London, Museum Press, 1957, 128 pp, 10s 6d, Spaceflight 1 227, 

80 57.05(0).69 R. v. d. R. Woolley, A Key to the Stars, London, Blackie & Sons, 1957, 144 PP, 10s 6d and $4.75, J. Optical Soc. America 47 1137 and Obs 77 245 and Publ ASP 69 483 and Sky Tel. 16 596 and Sky Tel. 17 196 and Strolling Astronomer 11 60, 3rd edition;also published New York: Philosophical Society;

81 57.05(0).70 B. A. Woronzow-Weljaminow, Sammlung von Aufgaben und Übungen zur Astronomie, Moskau, Techn. Staatsverlag, 1957, 271 pp, 6R. 30 Kop., , 4th edition;in Russian;

82 57.05(0).71 R. Wyler and G. Ames, Lebendige Astronomie: Das große bunte Buch von Sonne comma Mond und Sterne, Ravensburg, Otto Maier Verlag, 1957, 88 pp, DM 16.50, Sterne 34 95 and VdS Nachr. 7 43, translated  by H. Bühler;edited by H. Bühler;other Bilder (illustrated?) von J. Polgreen; 

83 57.05(0).72 W. Zonn and K. Rudnicki, Astronomia gwiazdowa, Warsawa, PWN, 1957, 441 pp, 48 zł, , other textbook; 

84 57.05(0).73 A. Danjon and P. Pruvost and J. Blanche ed., Le Ciel et la Terre, , , , , , BSAF 71 261 and La Nature 85 501 and Nature 180 59 and Sky Tel. 17 90, reference AJB 56.05.91;

85 57.05(0).74 , New Horizons in Astronomy, , , , , , BSAF 71 448 and Obs 78 38, reference AJB 56.05.92;

86 57.05(0).75 , Astronomy and Geophysics: A Selection of Recent Literature, Stockholm, , 1957, , , Urania København 14 88, 

87 57.05(0).76 , The Universe, New York, Simon & Schuster, 1957, 142 pp, $1.45, Sky Tel. 17 197, other edited by Scientific American; 

88 57.05(0).77 M. Zelikoff ed., The Threshold of Space, London-New York, Pergamon Press, 1957, 342 pp, $15.00, Sky Tel. 17 306, 

89 57.06(0).05 D. Burger, Bolland: Een roman van gekromde ruimten en uitdijend heelal, 's-Gravenhage, C. Blommendaal N. V., 1957, 120 pp, hfl. 9.50, Hemel en Dampkring 55 217, 

90 57.06(0).06 C. Clerici, Il sistema solare e proposta di aggiornamento del modello o descrizione data dal Copernico: Il sole comma le radiazioni comma la luce comma la visione, Milano, Tip. Figli della provvidenza, 1956, 29 pp, , , 

91 57.06(0).13 M. Gardner, Fad and Fallacies, New York, Dover Publications, 1957, 10+363 P, $1.50, Publ ASP 69 589, 

92 57.06(0).15 F. Gruber, Two kinds of matter in the universe: New cosmogony, Wien, F. Gruber, 1957, 24 pp, , , other Self published by the author; 

93 57.06(0).16 H. Spencer Jones, Život na drugim svetovima, Beograd, Izdavač Nolit, 1957, 184 pp, , Vasiona 5 52, translated from English by L. Mitić;

94 57.06(0).17 R. Kühn, Himmel voller Wunder, München, Hanns Reich Verlag, 1957, 46 pp, DM 9.80, Mitt. Planetenbeobachter 11 13 and Sterne 34 206, 

95 57.06(0).18 K. A. Kulilow, Die Astronomie im Dienste der Volkswirtschaft, Moskau, Techn. Staatsverlag, 1957, 79 pp, 1R. 15 Kop., , in Russian;

96 57.06(0).20 A. G. Miller, Sonne comma Mond und Sterne: Der Roman der Astronomie, Hamburg, Zsolnay-Verlag, 1957, 392 pp, DM 19.50, Orion Schafthausen 5 471, 

97 57.06(0).24 A. I. Oparin and W. G. Fessenkow, Život ve vesmíru, Prag, Verlag Naše vojsko, , 168 pp, Kčs 8.30, RH 38 287, reprint of AJB 56.06.29;translated from Russian;

98 57.06(0).25 S. A. Pachuta, Wissenschaft und religion über den Bau des Weltalls, Minsk, Ges. zur Verbreitung polit. und wiss. Kenntnisse der Weißruss Sowjetrepublik, 1955, 40 p, 70 Kop., , in Russian;

99 57.06(0).30 J. H. Rush, The Dawn of Life, New York-Garden City, Hanover House, 1957, 262 pp, $4.50, Sky Tel. 17 364 and Sky Tel. 17 469, 

100 57.06(0).32 W. Schadewaldt, Die Sternsagen der Griechen, Frankfurt/M., S. Fischer Verlag, 1956, , DM 2.30, Orion Schafthausen 5 359, 

101 57.06(0).33 A. Schmid, Traktat über das Licht, Bonn, Athenäum-Verlag, 1957, 283 pp, DM 14.80, Sterne 34 93, 

102 57.06(0).43 R. Thiel, Und es ward Licht, , , , , , AN 284 239 and Naturwiss. Rundschau 10 395 and Weltraumfahrt 1957 33, reference AJB 56.06.39;

103 57.06(0).44 R. Thiel, And There Was Light, New York, Alfred A. Knopf Inc., 1957, 415 pp, $6.95, Sky Tel. 17 197 and Sky Tel. 17 246, reprint of AJB 56.06.39;translated from German by R. Winston and C. Winston;other Check reprint?; 

104 57.06(0).45 R. Thiel, Universets erobring: Himmelgåder og stjerneforskning gennem årtusinder, København, Skrifola, 1957, 380 pp, Dan Kr. 36.50, NAT 1958 33 and PAT 38 159, translated  by C. Luplau Janssen;in Danish;

105 57.06(0).46 R. Thiel, Das kleine Planetarium: Mit Sternbildern comma die man am Himmel wirklich sicht, Hamburg, Rowohlt-Verlag, 1957, 16 pp, DM 10.80, Sterne 34 47, 

106 57.06(0).51 I. Velikovsky, Les grands bouleversements terrestres, Paris, Libraire Stock, 1957, 320 pp, 960 fr., Ann d'Astrophys 21 164, translated from English;

107 57.06(0).53 E. Zehren, Das Testament der Sterne: Der Einfluß der sterne auf die religiöse und kulturelle Entwicklung des Menschen, Berlin, F. A. Herbig Verlagsbuchhandlung, 1957, 416 pp, DM 19.80, Mitt. Planetenbeobachter 11 11 and VdS Nachr. 7 35, 

108 57.06(0).54 E. Zinner, The Stars Above Us, London, Allen & Unwin Ltd., 1957, 141+14 PP, 16s and $3.00, JBAA 68 70 and Obs 77 213 and Sky Tel. 17 197 and Sky Tel. 17 361, translated from German by W. H. Johnston;also published New York: Scribner's;

109 57.06(0).57 H. E. Landsberg ed., Advances in Geophysics vol. 2, , , , , , J. app. Phys. 28 637 and J. Atmos. Terr. Phys. 10 347 and Nature 180 258, reference AJB 55.06.39;

110 57.07(0).01 K. Heinemann and F. Henn and W. Lohmann ed., Astronomische Jahresbericht Band 55, Berlin, W. de Gruyter & Co., 1957, 33+542 pp, DM 50.00, , 

111 57.07(0).13 , Radio Astronomy Bibliography 1954—1956, Sydney, Commonwealth Sci. Industrial Res. Organization, 1957, 37+292 p, , , 

112 57.07(0).17 G. Reichardt ed., Sowjetische Literatur zur Naturwissenschaft und Technik Bibliographischer Wegweiser, Wiesbaden, Franz Steiner Verlag GmbH, 1957, 6+181 pp, , , 

113 57.07(0).18 , Worldwide Bibliography for Amateur Telescope Makers, St. Louis, , 1957, , $0.25, , 2nd edition;compiled by K. Masson;

114 57.07(0).19 , A Bibliography for the International Geophysical Year, Washington DC, Government Printing Office, 1957, 6+51 pp, $0.25, Nature 180 1155, 

115 57.07(0).22 H. H. Koelle and H. J. Kaeppeler ed., Literaturverzeichnis der Astronautik, , , , , , J. British Interplanetary Soc. 16 132, reference AJB 54.07.16;

116 57.07(0).23 , The Space Encyclopedia; A Guide to Astronomy and Space Research, London, The Artemis Press, 1957, 287 pp, 35s and DM 21.50 and $6.95, JBAA 67 328 and Spaceflight 1 226 and Sky Tel. 17 306, 

117 57.07(0).27 J. B. Porta, Natural Magic, New York, Basic Books Inc., 1957, 16+416 pp, $7.50, Ciel et Terre 73 572, edited by D. J. Price;

118 57.07(0).28 M. Reichel, Die fortlaufenden astronomischen Veröffentlichungen in ihrer geschichtlichen Entwicklung, Köln, Greven Verlag, 1957, 124 pp, DM 9.20, , 

119 57.07(0).31 K. Stumpff, Das Fischer Lexikon: Astronomie, Frankfurt/M, Fischer Bücherei KG, 1957, 345 pp, DM 3.30, Orion Schafthausen 5 422 and VdS Nachr. 5 61, 

120 57.07(0).35 , Discoveries and Opinions of Galileo, Garden City-New York, Doubleday Anchor Books, 1957, 302 pp, $1.25, Publ ASP 69 280 and Sky Tel. 16 337 and Sky Tel. 17 31, translated  by S. Drake;

121 57.07(0).36 Galileo Galilei, Dialogue on the Great World Systems, Chicago, University of Chicago Press, 1957, 58+506 pp, 94s, Nature 180 450 and Obs 78 38, also published London: Cambridge University Press;other the Salusbury translation; 

122 57.07(0).37 G. Petiau ed., Oeuvres de Henri Poincaré Tome XI, Paris, Gautheir-Villars, 1956, 305 pp, , Math Rev. 19 109, 

123 57.07(0).38 M. I. Ussanowitsch ed., G. A. Tichow comma Hauptwerke Band 3, Almo-Ata, Akad. Wiss. Kasach. Sowjetrepublik, 1957, 235 pp, 15R 90 Kop., , in Russian;other volume 3 of 5; 

124 57.07(0).39 , Vistas in Astronomy comma vol 1, , , , , , AJ UdSSR 35 496 and La Nature 85 243 and Nature 180 1308 and Naturewiss. Rundschau 10 116 and Naturwiss. Rundschau 10 317 and Obs 78 86 and Publ ASP 70 225, reference AJB 55.07.32;

125 57.07(0).39 , Vistas in Astronomy comma vol 2, , , , , , AJ UdSSR 35 496 and La Nature 85 243 and Nature 180 1308 and Naturewiss. Rundschau 10 116 and Naturwiss. Rundschau 10 317 and Obs 78 86 and Publ ASP 70 225, reference AJB 56.07.38;

126 57.10(3).05 M. S. Arlasorow, Konstantin Eduardowitsch Ziolkowskij; Sein Leben and Werk, Moskau, Techn. Staatsverlag, 1957, 144 pp, 2R. 25 Kop., , 2nd edition;in Russian;

127 57.10(3).06 A. Armitage, Niccolo Copernico e l'astronomia moderna, , , , , , Scientia 92 74, reference AJB 56.10.90;

128 57.10(3).07 A. Armitage, Copernicus; The founder of modern astronomy, New York-London, , 1957, , , Urania København 15 15, 

129 57.10(3).14 A. V. Douglas, The Life of Arthur Stanley Eddington, , , , , , Nature 179 3 and Phil. Mag. (8) 2 425 and Sky Tel. 17 32, reference AJB 56.10.13;

130 57.10(3).20 H. C. Freiesleben, Galileo Galilei, , , , , , Phys. Blätter 14 136 and Scientia 92 74, reference AJB 56.10.17;

131 57.10(3).23 G. Gamow, Den nya astronomin, Stockholm, Natur och Kultur, 1957, 260 pp, Kr. 22.50, PAT 38 158, 

132 57.10(3).24 L. Geymonat, Galileo Galilei, Torino, Einaudi, 1957, 382 pp, L. 900, Scientia 92 291, 

133 57.10(3).26 T. Herczeg, Kopernikusz, Budapest, Müvelt, 1954, 91 pp, 6.50 Ft., , in Hungarian;

134 57.10(3).31 L. Infeld, Albert Einstein; Sein Werk and sein Einfluß auf unsere Welt, Berlin, Akademie-Verlag, 1957, 174 pp, DM 9.50, , 

135 57.10(3).43 C. U. Sadykow, Biruni und seine Arbeiten zur Astronomie und mathematischen Geographie, Stalinabad, Naschrdawtotsch, 1956, 68 pp, 95 Kop., , in tadshik.;

136 57.10(3).47 W. G. Selichanowitsch, Alexej Nikolajewitsch Sawitsch; Mathematiker Astronom. Pädagoge 1810—1883 comma Leben und Werk, Moskau, Geodät. Verlag, 1957, 77 pp, 3 R., , in Russian;

137 57.10(3).49 J. B. Sidgwick, William Herschel, London, Faber & Faber Ltd., 1956, , 12s 6d, Urania København 14 30, 

138 57.10(3).50 F. J. Sigel, Fjodor Alexandrowitsch Bredichin comma Sein Leben und Werk, Moskau, Techn. Staatsverlag, 1957, 152 pp, 2R. 20 Kop., , in Russian;

139 57.10(3).59 H. Reichardt ed., C. F. Gauss; Gedenkband anläßlich des 100, Leipzig, B. G. Teubner Verlagsgesellschaft, 1957, 260 PP, DM 25.80, Math. Rev. 19 518 and Phys. Blätter 14 90, 

140 57.10(3).60 L. Wörner and P. Nell and J. Deutsch and W. Tripmacker ed., Bruno H. Bügel zum Gedenken, Potsdam, , 1957, 91 pp, DM 3.45, Sterne 34 249 and VdS Nachr. 7 35, 

141 57.10(3).61 S. G. Lindberg ed., Bengt Ferrner comma Resa i Europa; En astronom comma industrispion och teaterhabitué genom Danmark comma Tyskland comma Holland comma England comma Frankrike oct Italien 1758—1762, Uppsala, Lärdomshistoriska samfundet, 1957, 87+572 pp, Kr. 79.50, PAT 38 80, 

142 57.10(3).70 J. C. Poggendorff, Biographisch-Literarisches Handwörterbuch der exakten Naturwissenschaften Band VIIa Teil 2: F-K, Berlin, Akademie-Verlag, 1957, , , , other five volumes; 

