Entry format

Num AJB_ID Author [and author [and …]] [ed.|comp.], Title, Place, Publisher, year, description, price, review [and review [and …]], comments
143 57.11(3).63 , Unterlagen der vom Sektor für Astrobotanik und der Leningrader Abteilung der Astronomisch-Geodätischen Gesellschaft vom 23—25 Februar 1953 durchgeführten Konferenz über Fragen der Möglichkeit des Lebens aug anderen Planeten, Alma-Alta, , 1955, 161 pp, 7R. 80 Kop., , in Russian;other also Publ. Sektor Astrobotanik Akad. Wiss Kasach. Sowjetrepublik 4; 

144 57.11(3).64 A. G. Massewitsch ed., Kernprozesse in Sternen, Moskau, Verlag für ausländische Literatur, 1957, 423 pp, 17R., Priroda 46 Nr. 10 122, in Russian;other translation of AJB 54.11.91?; 

145 57.11(3).65 , Meteors: A symposium on meteor physics, , , , , , Astronaut. Acta 3 224 and Naturwissenschaften 44 455, reference AJB 55.11.68;

146 57.11(3).66 , Proceedings of the Third Berkeley Symposium on Mathematical Statistics and Probability vol III, , , , , , La Nature 85 334 and ZfMG 72 240, reference AJB 56.11.53;

147 57.01(3).67 , Fünfzig Jahre Relativitätstheorie, , , , , , Math. Rev. 19 506 and Phys. Ber. 37 9 and RJ 1958 Nr. 5 54, reference AJB 56.11.63;

148 57.11(3).68 , Proceedings of a Symposium on Astronomical Optics and Related Subjects, , , , , , J. appl. Phys. 28 282 and Nuovo Cimento (10) 5 1377 and Rev. Sci. Instruments 28 731 and Ric. Sci. 27 1698 and Science 126 1122 and ZfMG 70 453, reference AJB 56.11.72;

149 57.11(3).69 H. C. van de Hulst ed., Radio Astronomy, Cambridge, At the University Press, 1957, 11+409 pp, 50 s, JBAA 68 275 and Obs 78 133 and Publ ASP 70 330 and Sky Tel. 17 93 and ZfA 46 282, other IAU Symposium Nr. 4; 

150 57.11(3).70 , Solar Eclipses and the Ionosphere, , , , , , J. British Interplanetary Soc. 16 322 and J RAS Canada 52 189 and La Nature 85 334 and Nature 179 711, reference AJB 56.11.67;

151 57.11(3).71 G. H. Herbig ed., Non-stable Stars, London, Cambridge University Press, 1957, 8+198 pp, 30s, Ann d'Astrophys 20 139 and Ciel et Terre 73 570 and Obs 78 130 and Publ ASP 70 226 and Sky Tel.  17 34 and ZfA 45 149, other IAU Symposium Nr. 3; 

152 57.11(3).72 E. B. Armstrong and A. Dalgarno ed., The Airglow and the Aurorae, , , , , , Ciel et Terre 74 289 and La Nature 85 335 and Nature 179 647 and Obs  77 212, reference AJB 56.11.66;

153 57.11(3).73 S. M . Poloskow ed., Publikationen der Konferenz der Kommission für Sonnenforschung vom 22—24 November 1955; Physik der solaren Korpuskularströme und ihr Einfluß auf die obere Erdatmosphäre, Moskau, Akad. Wiss. UdSSR, 1957, 290 pp, 17R. 45 Kop., RJ 1958 Nr. 4 4, in Russian;

154 57.11(3).74 M. S. Swerew ed., Publikationen der zwölften astronometrichen Konfrenz der UdSSR, Leningrad, Verlag Astr. Hauptobs. Pulkowo, 1957, 440 pp, , , in Russian;

155 57.11(3).78 K. Weekes and L. Harang ed., Polar Atmosphere Symposium II Ionospheric Section, London-New York-Paris-Los Angeles, Pergamon Press, 1957, 212 pp, 60s, Ciel et Terre 74 254 and ZfA 45 153, 

156 57.11(3).83 , Symposium on radio astronomy, Melbourne, , 1957, 85 pp, , , other conference held at CSIRO Radiophysics Laboratory; 

157 57.11(3).85 M. A. Arakeljan ed., The Non-Stable Stars, Erewan, Publishing House of the Academy of Sciences, 1957, 188 pp, 7R. 80 Kop., , in Russian;

158 57.11(3).86 R. K. Landshoff ed., Review of Magneto-Hydrodynamics (A Symposium), Oxford, University Press, 1957, 8+115 pp, 32s, J. appl. Phys. 28 1367 and Proc. Phys. Soc. 72 487, 

159 57.13(0).08 L. Barnett, The Universe and Dr. Einstein, , Cillens Comet Books, 1957, 124 pp, 2s 6d, Spaceflight 1 226, 

160 57.13(0).13 A. C. Clarke, The Making of a Moon: The Story of the Earth Satellite Program, New York, Harper, 1957, 205 pp, $3.50, Science 126 1070, 

161 57.13(0).33 H. C. King, The History of the Telescope, , , , , , Isis 48 357 and J. Optical Soc. America 47 191 and NAT 1957 149, reference AJB 55.13.34;

162 57.13(0).37 T. S. Kuhn, The Copernican Revolution: Planetary Astronomy in the Development of Western Thought, Cambridge MA, Harvard University Press, 1957, 18+297 pp, $5.50 and 45s and Can $7.25, Ciel et Terre 73 406 and J. appl. Phys 28 925 and J RAS Canada 53 34 and Obs 78 172 and Publ ASP 69 482 and Sky Tel. 16 596, also published London: Oxford University Press and Toronto: S. J. Redinald Saunders & Co.;

163 57.13(0).38 H. Kühnert, Briefe und Documente zur Geschichte des VEB Jenaer Galswerk Schott und Genossen II, Jena, VEB Gustav Fischer Verlag, 1957, 106+388 pp, DM 45, Sterne 34 48, other Thüringischen Historischen Kommisi0n Band VI; 

164 57.13(0).39 G. Lampariello, Von Galilei zu Einstein, Köln-Opladen, Westdeutscher Verlag, 1956, 92 pp, DM 4.20, , 

165 57.13(0).45 M. K. Munitz, Space comma Time comma and Creation, Glencoe IL, Free Press, 1957, 182 pp, $3.75, Obs 77 247 and Sky Tel. 16 337, 

166 57.13(0).48 O. Neugebauer, The Exact Sciences in Antiquity, Providence, Brown University Press, 1957, 16+240 pp, $6.00, Math. Rev. 19 825 and Obs 78 173, 2nd edition;

167 57.13(0).64 R. Riekher, Fernohre und ihre Meister: Eine Entwicklungsgeschichte der Fernrohrtechnik, Berlin, VEB Technik Verlag, 1957, 448 pp, DM 36, Astr. Nachr. Berlin-Treptow 9 84 and Deutsche Literaturzeitung 78 Heft 12 and Optik 14 562 and Sky Tel. 17 93 and Sterne 34 128 and VdS Nachr. 6 79, 

168 57.13(0).69 G. Sarton, Six Wings: Men of Science in the Renaissance, Bloomington, Indiana University Press, 1957, 14+318 pp, $6.75, Endeavour 17 54, 

169 57.13(0).74 H. Slouka, Astronomie v Ceskoslovensku od dob nejstarsich do dneska—Astronomie in der Tschechoslowakei von den ersten Anfägen bis zur Gegenwart in Bildern, , , , , , Sterne 34 88, other is this a book?; 

170 57.13(0).80 E. G. R. Taylor, The Haven finding art: A History of navigation from Odysseus to Captain Cook, London, , 1956, 295 pp, , , 

171 57.13(0).86 Z. Žába, L'orientation astronomique dans l'ancienne Egypte comma et la précession de l'axe du monde, Prag, Editions de l'Académe Tchécoslovaque des Sciences, 1953, 74 pp, Kčs 40, Archiv Orientální 24 486, other Archiv Orientální Suppl II; other is this a book or a journal supplement?; 

172 57.13(0).89 M. K. Munitz ed., Theories of the Universe:  From Babylon Myth to Modern Science, Glencoe IL, Free Press, 1957, 10+437 pp, $6.50, Endeavour 16 179 and JBAA 68 192 and Obs 77 249 and Sky Tel. 16 387 and Sky Tel. 17 89, 

173 57.13(0).90 P. G. Kulikowskij ed., Historische-astronomische Untersuchungen Band III, Moskau, Staatsverlag für technisch-theoretische Literatur, 1957, 707 pp, 21R. 5 Kop., , in Russian;

174 57.13(0).91 N. A. Figurowskij and W. P. Subow and S. R. Mikulinskij ed., Geschichte der Naturwissenschaften in Rußland Bd. I Teil I comma II, Moskau, Verlag Akad. Wiss. UdSSR, 1957, 496 and 380 pp, 30R. 60 Kop. and 24R. 65 Kop., ZfMG 77 5, in Russian;

175 57.20(0).02 A. E. Conrady, Applied Optics and Optical Design, New York, Dover Publications, 1957, 518 pp, $2.95, Publ ASP 70 227 and Sky Tel. 17 419, 

176 57.20(0).03 M. Daisomont, Optique astronomique, Gembloux Belgium, Ed. J. Duculot, 1957, 82 pp, 65F., Ciel et Terre 73 104 and Gaz astr. 38/39 NR. 433—435 20 and La Nature 85 334 and Orion Schafthausen 5 394 and Sky Tel. 16 387, 

177 57.20(0).05 H. J. Gramatzki, Probleme der konstruktiven Optik, Berlin, Akademie-Verlag, 1957, 140 pp, DM 21, VdS Nachr. 7 34, 2nd edition;

178 57.20(0).12 F. A. Jenkins and H. E. White, Fundamentals of Optics, New York, McGraw-Hill Book Co., 1957, 7+637 pp, $8.50, Strolling Astronomer 11 116, 3rd edition;

179 57.20(0).24 G. Matthewson, Constructing an Astronomical Telescope, New York, Philosophical Library, 1957, 100 pp, $3.00, J. appl. Phys. 28 1367 and Sky Tel. 17 197, 

180 57.20(0).26 J. Meurers, Astronomische Experimente, , , , , , RJ 1958 Nr. 3 2, reference AJB 56.20.22;

181 57.20(0).30 I. D. Nowikow and W. A. Schischakow, Selbstgebaute astronomische Geräte und Instrumente, Moskau, Lehrpädagog Verlag, 1956, 56 pp, 90 Kop., , in Russian;

182 57.20(0).35 V. Ronchi, Optics: The Science of Vision, New York, University Press, 1957, 360 pp, $10.00, Publ ASP 69 281 and Science 126 363 and Sky Tel. 17 33, reprint of AJB 55.20.42;translated from Italian by E. Rosen;

183 57.20(0).37 B. Rossi, Optics, Reading MA, Addison-Wesley Publishing Co. Inc., 1957, 510 pp, $8.50, Sky Tel. 17 93 and Sky Tel. 17 585 and Sky Tel. 17 587, 

184 57.20(0).40 H. Schober, Das Schen: Band 1, Leipzig, Fachbuchverlag, 1957, 376 pp, , Deutsche Hydrograph. Z. 10 204, 2nd edition;reprint of AJB 51.20.28;

185 57.20(0).42 A. Sonnefeld, Die Hohlspiegel, Berlin, Verlag Technik, 1957, 202 pp, DM 22, Sterne 34 205, 2nd edition;also published Stuttgart: Berliner Union;

186 57.20(0).45 J. Texereau, How to Make a Telescope, New York, Interscience Publishers Inc., 1957, 13+191 pp, $3.50 and 45s, BSAF 72 40 and J. Astr. Soc. Victoria 11 11 and Publ ASP 70 335 and Sky Tel. 17 197 and Sky Tel. 17 361 and Sky Tel. 17 363 and Strolling Astronomer 11 141, reprint of AJB 52.21.37;translated from French by H. Strickler;

187 57.20(1).51 W. A. Bronstein, Die Planeten und ihre Beobachtung, Moskau, Techn. Staatsverlag, 1957, 207 pp, 4R. 60 Kop., RJ 1958 Nr. 8 51, in Russian;

188 57.20(1).57 M. W. Mayall, Manual for observing variable stars, Cambridge MA, AAVSO, 1957, 38 pp, , JBAA 68 326, other revised edition; 

189 57.20(1).61 N. I. Grischin ed., Anleitung zur Beobachtung Leuchtender Nachtwolken, Moskau, Verlag Akad. Wiss. UdSSR, 1957, 23 pp, , RJ 1958 Nr. 9 51, in Russian;

190 57.20(2).67 F. Argyrakos, Etude de <<l'Astrolabe de Synesius Cyrène >> (4ème Siècle), Athens, , 1957, 14 pp, , , in Greek;

191 57.20(2).76 E. Zinner, Deutsche und Niederländische Astronomische Instrumente des 11—18 Jahrhunderts, , , , , , Deutsche Literaturseitung 78 Nr. 10 1 and Gaz astr. 38-39 67, reference AJB 56.20.71;

192 57.21(1).47 I. A. Davidson, Receiving Aerial Systems, New York, Philosophical Library, 1957, 152 pp, $4.75, Sky Tel. 17 144, 

193 57.22(2).110 G. A. Jones, Modern Applied Photography, , Philosophical Library, 1957, 162 pp, $4.75, Sky Tel. 16 488, 

194 57.23(0).59 T. Ungerer and C. Ungerer and L. Leclere, L'horloge astronomique de la cathédrale de Strasbourg comma historique comma description comma fonctionnement, Strasbourg, Le Roux, 1956, 48 pp, 150 fr., , 9th edition;

195 57.23(1).76 G. C. Shephard, Queen's College dial: a short description of a sun-dial in Queen's College Cambridge, Birmingham, G. S. Shepard, 1957, 62 pp, , , 2nd edition;other self published?; 

196 57.30(0).02 J. F. Duarte, Notas de astronomia de campo, Rio de Janeiro, Ed. a Noite, 1955, 14+291 pp, 110 cruz., , 

197 57.30(0).03 B. Dzikiewicz, Zarys astronomii sferycznej i praktycznej dla topografów i geodetów, , , , , , Postępy Astr. 5 111, reference AJB 56.30.03;

198 57.31(0).12 K. A. Kulikow, Die fundamentalkonstanten der Astronomie, Moskau, Techn. Staatsverlag, 1956, 340 pp, 10R. 85 Kop., RJ UdSSR Nr. 5 10, 

199 57.32(0).09 F. Link, Die Mondfinsternisse, , , , , , BSAF 72 87 and El Universo Nr. 39 82 and Gaz astr. 38—39 88 and Weltraumfahrt 1957 100, reference AJB 56.32.04;

200 57.33(0).02 A. F. L. Beeston, Epigraphic South Arabian calendars and dating, London, Luzac, 1956, 47 pp, 12s 6d, , 

201 57.40(0).05 L. I. Sedow, Similarity and dimensional methods in mechanics, Moskau, Staatsverlag für Techn.-Theoret. Literatur, 1957, 375 pp, 13R. 65 Kop., Math Rev. 19 898, 4th edition;in Russian;

202 57.41(0).58 G. O. Jones and J. Rotblatt and G. J. Whitrow, Atoms and the Universe, New York, Charles Scribner's Sons, 1957, 254 pp, $4.50, J. appl. Phys. 28 517, 

203 57.41(0).72 G. C. McVittie, General Relativity and Cosmology, , , , , , BSAF 71 314 and J. appl. Phys. 28 142 and J. Atmosph. Terr. Phys. 10 346 and JBAA 68 191 and Math. Rev. 19 370 and Nature 179 169, reference AJB 56.41.57;

204 57.41(0).103 E. Schrödinger, Expanding Universe, , , , , , Nature 179 169, reference AJB 56.41.81;

205 57.41(0).112 J. L. Synge, Relativity: The Special Theory, , , , , , Phil. Mag. (8) 2 288, reference AJB 56.41.86;

206 57.41(0).116 J. Vanovič, Teòria relativity, Bratislava, SPN, 1956, 135 pp, 10.80 Kčs, , 

207 57.41(0).117 W. H. Westphal, Die Relativitätstheorie, Stuttgart, Franckh'sche Verlagshandlungen, 1955, 72 pp, DM 2.80, , 

208 57.42(0).10 Y. Hagihara, Stability in celestial mechanics, Tokyo, , 1957, 10+106 pp, , , other Jubilee Publication in Commemeration of the Sixtieth Birthday of Professor Yusuke Hagihara by his Friends and Pupils; 

209 57.42(0).22 H. Poincaré, Les méthodes nouvelles de la Mécanique Céleste, New York, Dover Publications, 1957, , $2.75, Ciel et Terre 74 290 and Math. Rev. 19 414 and Phys. Blätter 9 421 and Publ ASP 70 520, other 3 volumes; other price is $2.75 per volume; 

210 57.42(0).33 C. L. Siegel, Vorlesungen über Himmelsmechanik, , , , , , Nuovo Cimento (10) 6 408 and ZfMG 70 454, reference AJB 56.42.26;

211 57.42(0).40 F. V. A. da Veiga de Oliveira, Soluções homográficas no probleme generalizado dos n corpos, Lisboa, Faculdade de Ciências, 1956, 82 pp, , Math. Rev. 19 993, 

212 57.44(0).09 B. W. Kukarkin, Erforschung der Struktur und Entwicklung der Sternsysteme auf der Grundlage des Studiums veränderlicher Sterne, , , , , , Sterne 34 90, reference AJB 54.44.03;

213 57.44(0).10 R. Kurth, Introduction to the Mechanics of Stellar Systems, London-New York-Paris, Pergamon Press, 1957, 10+174 pp, $9.00 and 55s, Ann d'Astrophys 21 69 and Coelum 25 184 and J RAS Canada 52 281 and Sky Tel. 17 197 and ZfA 45 151, 

214 57.50(0).02 W. A. Ambarzumjan and E. R. Mustel and A. B. Sewerny and W. W. Sobolew, Theoretische Astrophysik, Berlin, VEB Deutscher Verlag der Wissenschaften, 1957, 12+644 pp, DM 46.40, , reprint of AJB 52.50.16;translated from Russian by I. Heller and E. A. Gußmann;edited by O. Singer;

215 57.50(0).09 H. C. van de Hulst, Light Scattering by Small Particles, New York, John Wiley & Sons, 1957, 13+470 pp, $12.00 and 96s, Ann d'Astrophys 20 141 and J. appl. Phys. 28 924 and JBAA 68 273 and Math. Rev. 19 359 and Obs 78 132 and Proc. Phys. Soc. 72 154 and Rev. Sci. Instruments 28 972 and Sky Tel. 16 596 and Sky Tel. 17 31 and ZfA 45 149, also published London: Chapman & Hall Ltd.;

216 57.51(0).39 W. W. Sobolew, Der Strahlungstransport in Stern- und Planeten-atmosphären, Moskau, Technischer Staatsverlag, 1956, 391 pp, 11R. 20 Kop., RJ 1957 Nr. 8 46, in Russian;

217 57.52(0).06 S. Chandrasekhar, An Introduction to the Study of Stellar Structure, New York, Dover Publications, 1957, 509 pp, $2.75, Ciel et Terre 74 379 and Phys. Blätter 9 421 and Publ ASP 70 337 and Sky Tel. 17 419, 2nd edition;

218 57.52(0).29 H. Vogt, Aufbau und Entwicklung der Sterne, Leipzig, Akademische Verlagsgesellschaft Geest & Portig K.-G., 1957, 7+171 pp, DM 16.00, Ann d'Astrophys 20 176 and Ciel et Terre 73 470 and Coelum 25 184 and Mitt. AG 1957 70 and Obs 78 174 and Sky Tel. 17 144 and Sterne 34 94 and Sternenbote 8 98 and ZfA 46 66, 2nd edition;

219 57.54(0).16 C. de Jager, Ontstaan en levensloop van sterren en planeten, , , , , , Meteoor 12 29, reference AJB 55.54.11;

220 57.54(0).24 E. Schatzman, Origine et évolution des mondes, Paris, Albin Michel, 1957, 404 pp, 1500 F., Ann d'Astrophys 20 140 and Gaz astr 40 15 and Hemel en Dampkring 55 218 and Urania København 14 53, 

221 57.55(0).03 A. Dauvillier, L'origine des planètes, , , , , , BSAF 71 171 and Nuovo Cimento (10) 5 1824 and Obs 78 37 and Ric. Sci. 27 1695, reference AJB 55.55.09;

222 57.55(0).10 O. J. Schmidt, Vier Lektionen über die Theorie der Entstehung der Erde, Moskau, Verlag Akad. Wiss. UdSSR, 1957, 140 pp, , Priroda 47 Nr. 2 121, 3rd edition;in Russian;

223 57.55(0).11 A. W. Titherley, Origin of the Solar System, Winchester Hampshire UK, Warren & Son, 1957, 9+100 pp, 21s, , other the publisher is currently an office supply store at the same location; 

224 57.60(0).02 G. Abetti, The Sun, London, Faber & Faber, 1957, 336 pp, 63s and $12.00, Ann d'Astrophys 20 53 and BSAF 71 493 and Ciel et Terre 73 408 and Endeavour 16 172 and J. British Interplanetary Soc. 16 258 and J. Optical Soc. America 47 1137 and Mem SA It (NS) 28 240 and Obs 77 77 and Publ ASP 69 190 and Sky Tel. 16 234 and Sky Tel. 16 385 and Strolling Astronomer 11 56 and ZfA 43 87, translated from Italian by J. B. Sidgwick;also published New York: The Macmillan Company;

225 57.60(0).09 K. O. Kiepenheuer, Die Sonne, Berlin-Göttingen-Heidelberg, Springer-Verlag, 1957, 8+150 pp, DM 7.80, BSAF 72 185 and Coelum 25 185 and Phys. Blätter 9 422 and Mitt. Planetenbeobachter 10 62 and Sky Tel. 17 306 and Sternenbote 8 99 and ZfA 45 82, other Verständliche Wissenschaft 68 Band; 

226 57.60(0).17 W. W. Scharonow, Soarele si observarea lui, Bucureşti, Ed. tech., 1955, 196 pp, , , translated from Russian;

227 57.60(0).22 W. A. Krat ed., Das Sonnesystem comma Band 1 comma Die Sonne, Moskau, Verlag für ausländische Literatur, 1957, 609 pp, 42R. 15 Kop., RJ 1958 Nr. 9 37, reprint of AJB 53.60.15;translated from English;

228 57.65(0).06 K. J. Kondratjew, Die Strahlungsenergie der Sonne, Leningrad, Hydrometeorologischer Verlag, 1954, 600 pp, 24R. 20 Kop., RJ 1957 Nr. 11 83, in Russian;

229 57.67(0).38 M. Waldmeier, Die Sonnenkorona II comma Stuktur und Variationen der monochromatischen Korona, Basel-Stuttgart, Birkhäuser Verlag, 1957, 353 pp, DM 68.50, AN 284 239 and Ann d'Astrophys 21 229 and Ann. Géophys. 13 326 and Ciel et Terre 73 471 and Obs 77 246 and Sky Tel. 17 197 and Sterne 34 128 and ZfA 45 242, 

230 57.68(0).03 H. Berg, Solar-terrestrische Beziehungen in Meteorologie und Biologie, Leipzig, Akademische Verlagsgesellschaft Geest & Portig K.-G., 1957, 6+172 pp, DM 23.00, Sky Tel. 17 364, 

231 57.68(0).09 M. S. Eigenson, Abriß der physikalisch-geographischen Erscheinungen der Sonnentätigkeit, Lwow, Verlag der Universität, 1957, 230 pp, 10R. 75 Kop., Priroda 46 Nr. 12 123, in Russian;

232 57.68(0).10 M. A. Ellison, The Sun and Its Influence, , , , , , RJ 1957 Nr. 10 68 and ZfMG 72 240, reference AJB 55.68.17;

233 57.68(0).26 E. R. Mustel, Sonne und Erdatmosphäre, Moskau, Techn. Staatsverlag, 1957, 103 pp, 1R. 65 Kop., , in Russian;

234 57.70(0).02 N. P. Barabaschow, Ergebnisse photometrischer Untersuchungen des Mondes und der Planten am Astronomischen Observatorium der Staatsuniversität Charkow, Charkow, Staatsuniversität, 1957, 137 pp, 5R. 50 Kop., RJ  1958 Nr. 11 62, in Russian;

235 57.71(0).25 P. Moore, The Planet Venus, New York, The Macmillan Company, 1957, 132 pp, $3.00, El Universo Nr. 44 155 and Publ ASP 70 223 and Sky Tel. 17 197 and Sky Tel. 17 305, reprint of AJB 56.71.23;

236 57.72(1).13 G. Merla, Il pianeta Terra, Torino, Ed. radio ital., 1957, 100 pp, L 200, , 

237 57.72(1).14 G. P. Kuiper, The Earth as a Planet, , , , , , Nature 179 334, other The Solar System vol 2; reference AJB 54.72.20;

238 57.72(1).15 D. R. Bates ed., The Planet Earth, London, Pergamon Press, 1957, 312 pp, 35s, Ann d'Astrophys 21 69 and Ciel et Terre 74 255 and Geophys. J. 1 187 and Irish AJ 5 10 and Publ ASP 70 518 and RJ 1958 Nr. 4 53 and Sky Tel. 17 197 and Sky Tel. 17 416 and Sky Tel. 17 419 and ZfA 46 279, 

239 57.72(1).16 , The Planet Earth, New York, Simon & Schuster, 1957, 168 pp, $1.45, Sky Tel. 17 197, other articles and edited by Scientific American; 

240 57.72(1).17 S. Flügge ed., Handbuch der Physik Band 48 Geophysik II, Berlin-Göttingen-Heidelberg, Springer-Verlag, 1957, 1046 pp, DM 198, Ann d'Astrophys 20 102 and Ann. Géophys. 13 160 and Science 126 408, 

241 57.72(1).18 L. H. Ahrens and K. Rankama and S. H. Runcorn ed., Physics and Chemistry of the Earth Vol 1, , , , , , La Nature 85 78 and Rev. Sci. Instruments 28 48, reference AJB 56.72.19;

242 57.72(2).24 G. Dietze, Einführung in die Optik der Atmosphäre, Leipzig, Akademische Verlagsgesellschaft Geest & Portig K.-G., 1957, 11+263 pp, DM 29, Astr. Nachr. Berlin-Treptow 9 7 and Ciel et Terre 74 253 and Coelum 25 118 and Hemel en Dampkring 55 145 and Optik 14 528 and Sky Tel. 16 488 and Sterne 34 93 and Sternenbote 8 85 and Umschau in Wiss. und Technik 58 319 and ZfA 46 283, 

243 57.72(2).27 C. Hoffmeister, Messungen zur atmophärischen Optik in Südwestafrika, , , , , , Sterne 34 89, reference AJB 56.72.28;

244 57.72(2).34 F. Link and L. Neužil, Raketové lety a výzkum vysoké atmosféry, Prag, Verlag Akad. Wiss., , 236 pp, Kčs 9.80, RH 39 93, 3rd edition;

245 57.72(2).54 E. Vassy, La Physique de l' Atmosphère Vol. 1 Phénomènes d' Emission dans l' Atmosphère, Paris, Gauthier-Villars, 1956, 338 pp, ffrs. 3500, American J. Sci 255 668, 

246 57.72(6).94 R. Fraser, Once Round the Sun; The Story of the International Geophysical Year, London, Hodder & Stoughton Ltd., 1957, 160 pp, 16s, Nature 180 623, 

247 57.72(6).130 J. Wartnaby, The International Geophysical Year, London, H. M. Stationary Office, 1957, 5+18 pp, 2s, Nature 180 519, 

248 57.72(6).134 W. P. Zessewitsch, Das Internationale Geophysikalische Jahr, Moskau, Staatsverlag für technisch-theoretische Literatur, 1957, 136 pp, 2R. 15 Kop., Priroda 47 Nr. 4 121, in Russian;

249 57.72(6).135 W. P. Zessewitsch, Die astronomischen Probleme des Internationalen Geophysikalischen Jahres, Moskau, <<Snanije>>, 1957, 40 pp, 60 Kop., , in Russian;

250 57.72(6).136 , Annals of the International Geophysical Year, London, Pergamon Press Ltd., 1957, , £6, Endeavour 17 163, other Vol III part 1 19+167 pp; other Vol III part 2-4 173-381 pp; other Vol IV part 1-3 201 pp; other Vol IV part 4-7 207-393 pp; other Vol V part 1-3 244 pp; other price is 6 pounds per volume; 

251 57.72(6).137 , Guide to I.G.Y. International Geophysical Year 1957-8, London, Methuen & Co. Ltd., 1957, 48 pp, 2s 6d, Nature 180 519 and Spaceflight 1 192, 

252 57.72(6).138 , The United Kingdom Contributions to the International Geophysical Year 1957-8, London, The Royal Society, 1957, 72 pp, 10s, Endeavour 17 55 and Nature 180 569, 

253 57.72(6).139 , The International Gephysical Year; Unesco and its Programme XV, London, Her Majesty's Stationary Office, 1957, 20 pp, 3s, Nature 180 519, 

254 57.72(6).140 , IGY Instruction Manual III: Longitudes and Latitudes, London-New York-Paris, Pergamon Press, 1957, 143-210 pp, , , 

255 57.72(6).141 , Het Internationaal Geophysisch Jaar 1957-8, Den Haag, Staatsuitgeverij bedrijf, 1957, 79 pp, hfl. 1.85, Hemel en Dampkring 56 69, 

256 57.72(10).249 C. Störmer, The Polar Aurora, , , , , , La Nature 85 78, reference AJB 55.72.07;

257 57.73(1).20 P. Moore, Die Welt des Mondes, München, R. Oldenbourg, 1957, 200 pp, DM 14.50, Hemel en Dampkring 56 218 and Mitt. Planetenbeobachter 10 59 and Sterne 34 206 and Sternenbote 8 98 and VdS Nachr. 7 14 and Weltraumfahrt 1957 130, reprint of AJB 53.73.21;translated from English by W. Büdeler;in German;

258 57.73(4).66 J. Klepešta and L. J. Lukeš, Mapa Měsíce, Prag, Verlag USGK, , , Kčs 12, RH 39 71, 2nd edition;

259 57.74(0).42 W. Ley and W. von Braun, Die Erforschung des Mars, Frankfurt a/Main, S. Fischer Verlag, 1957, 142 pp, DM 16.80, Mitt. Planetenbeobachter 10 60 and Weltraumfahrt 1957 129, translated  by H. Gartmann;

260 57.74(0).48 P. Moore, Guide to Mars, , , , , , La Nature 85 335 and Strolling Astronomer 12 29, reference AJB 56.74.53;

261 57.74(0).59 W. W. Scharonow, Neue Untersuchungen des Planeten Mars, Moskau, <<Snanije>>, 1957, 32 pp, 60 Kop., , in Russian;

262 57.74(0).76 A. J. M. Wanders, Het Raadsel Mars, Utrecht, Uitgeverij Het Spectrum, 1956, 240 pp, hfl. 9.75, Hemel en Dampkring 55 146, 

263 57.80(0).02 G. S. Badaljan, Kometen und Himmelssteine, Erwan, Akad. Wiss. Armen. Sowjetrepublik, 1957, 50 pp, 60 Kop., , in Armenian;

264 57.80(0).20 M. Plavec, Komety a meteory, Prag, Verlag Orbis, , 271 pp, Kčs 20.10, RH 38 142, 

265 57.80(0).27 P. Swings and L. Haser, Atlas of Representative Cometary Spectra, , , , , , Nature 179 935, reference AJB 56.80.28;

266 57.80(0).35 F. Ziegels, Kas ir kometas?, Rīgā, Valsts izd-ba, 1956, 38 pp, 2R. 70 Kop., , 

267 57.80(0).36 , Météorites comma comètas et astéroïdes, Cannes, Impr. Ecole, 1955, 24 pp, , , 

268 57.82(0).48 L. A. Katassjow, Die photographischen Methoden der Meteorastronomie, Moskau, Techn. Staatsverlag, 1957, 179 pp, 5R. 25 Kop., RJ 1958 Nr. 6 57, in Russian;

269 57.83(0).04 J. D. Buddhue, The Oxidation and Weathering of Meteorites, Albuquerque, University of New Mexico Press, 1957, 10+161 pp, $1.75, Sky Tel. 16 596 and Sky Tel. 17 245, other University of New Mexico Publications in Meteoritics Nr. 3; 

270 57.83(0).29 E. L. Krinow, Meteoryty olbrzymy, Warsawa, Wydawn. Geol., 1955, 85 pp, 2.90 zł, , translated from Russian;

271 57.83(0).30 E. L. Krinow, Himmelssteine: Meteore und Meteorite, Tiflis, , 1957, 54 pp, 85 Kop., , in Georgian;

272 57.83(0).31 F. C. Leonard and R. de Violini, A classificational catalog of the meteoritic falls of the world, , , , , , Meteoritic Stone & Meteoritic Iron 2 Nr. 5 44, reference AJB 56.83.26;

273 57.83(0).51 R. Schulz, Steine comma die vom Himmel fallen, Wittenberg Lutherstadt, A. Ziemsen Verlag, 1956, 101 pp, DM 4.60, Meteoor 13 39, 

274 57.83(2).94 H. H. Nininger, Arizona's Meteorite Crater, , , , , , American J. Sci. 255 524 and J RAS Canada 52 36 and Naturwiss. Rundschau 10 350, reference AJB 56.83.76;

275 57.91(0).18 W. J. Luyten, A catalogue of 9867 stars in the southern hemisphere with proper motions exceeding 0".2 annually, Minneapolis MI, The Lund Press, 1957, , , , 

