Entry format

Num AJB_ID Author [and author [and …]] [ed.|comp.], Title, Place, Publisher, year, description, price, review [and review [and …]], comments
19 52.05(0).05  E. A. Beet, The Sky and its Mysteries, London, G. Bell & Sons, 1952, 238 pp, 15s, JBAA 63 154 and J. British Interplanetary Soc. 12 96, 

20 52.05(0).06  R. Brandt, Himmelswunder im Feldstecher, Leipzig, J. A. Barth, 1952, 4+108 pp, DM 3.60, Hemel en Dampkring 51 126 and JBAA 63 81 and Sterne 29 31 and Sternenwelt 5 35, 3rd edition;

21 52.05(0).07  G. Cecchini, Il Cielo; Lucie e Ombre nell'Universo, Torino, Unione Tipografico Editrice Torinese, 1952, 20+16+1148 pp, Lire 13500, Coelum 21 58 and Mem SA It (NS) 24 97, other 2 volumes; 

22 52.05(0).08  C. A. Chant, Notre Univers Merveilleux, Quebec, Le Société Royale d'Astronomie du Canada, 1952, 281 pp, $3.00, J RAS Canada 46 110, translated  by P.-H. Nadeau;

23 52.05(0).09  U. Clarke, The Heavens are Telling, New York, Acorn House, 1951, 128 pp, $2.95, Sky Tel. 12 18, other revised entry; reference AJB 51.05.09;

24 52.05(0).10  P. Collinder, Världar i rymden, , , , , , NAT 1952 37, reference AJB 51.05.10;

25 52.05(0).12  A. Dauvillier, La physique cosmique, Paris, E. Flammarion, , 246 pp, , BSAF 66 84, 

26 52.05(0).13  M. Davidson, From Atoms to Stars, London, Hutchinson's Scientific and Technical Publications, 1952, 280 pp, 18s, Irish AJ 2 30 and JBAA 62 208 and Nature 170 596 and Sky Tel. 11 147 and Sky Tel. 11 307, 3rd edition;also published New York: Macmillan Co.;

27 52.05(0).14  E. J. Dijksterhuis, De mechanisering van het wereldbeeld, Amsterdam, J. M. Meulenhoff, 1950, 590 pp, f. 16.50, Hemel en Dampkring 50 138, 

28 52.05(0).15  D. S. Evans, Teach Yourself Astronomy, London, English Universities Press Ltd., 1952, 9+182 pp, 6s, JBAA 64 408 and Obs 74 87, 

29 52.05(0).16  K. Ferrari d'Occhieppo, Kunde vom Wetall, Wunen, Verlag Herold, 1952, 272 pp, DM 17.00, Hemel en Dampkring 50 155 and Obs 73 31 and Sternenwelt 4 236, 

30 52.05(0).17  A. Ferretti-Torricelli, Dalla Terra alla Galassia, Brescia, <<La Scuola>>, 1951, 72 pp, Lire 130, Coelum 20 28 and Heelal 8 51, 

31 52.05(0).18  A. Ferretti-Torricelli, Guardare il cielo quale si mostra, Milano, U. Hoepli, 1952, 32 pp, Lire 200, Coelum 20 58, 

32 52.05(0).19  W. G. Fessenkow, Dnešní představy o vesmíru, Prag, Osvěta, , 316 pp, 80 Kčs, , reprint of AJB 49.05.19;translated from Russian;

33 52.05(0).20  V. A. Firsoff, Our Neighbour Worlds, London, Hutchinson's Scientific and Technical Publications, 1952, 336 pp, 25s, JBAA 63 153 and J. British Interplanetary Soc. 12 94 and Mitt. Planetenbeobachter 6 30 and Sky Tel. 12 76 and Sky Tel. 12 216 and Sky Tel. 12 296 and Strolling Astronomer 8 72 and Vega Nr. 4 16, also published New York: Philosophical Library;

34 52.05(0).21  J. Gauzit, Les grands problèmes de l'Astronomie, Paris, Dunod, 1951, 174 pp, , Ann. Guébhard-Séverine 29 140 and Heelal 8 50, 

35 52.05(0).22  J. C. Hickey, Introducing the Universe, London, Eyre & Spottiswoode, 1952, 159 pp, 10s 6d, JBAA 63 43, 

36 52.05(0).23  J. A. Hynek, Astrophysics — A Topical Symposium, , , , , , Coelum 20 149 and Phys. Blätter 10 90 and Proc. Phys. Soc. (B) 66 343 and Sternenwelt 5 33, reference AJB 51.05.17;

37 52.05(0).24  M. Iwanowskij, Die Erforschung ferner Welten, Moskau-Leningrad, Staatsverlag für Jugendliteratur, 1951, 416 pp, , AJ UdSSR 29 231, in Russian;

38 52.05(0).25  M. Iwanowskij, Cesty ke hvězdám, Prag, Mladá fronta, , 220 pp, 64 Kčs, , reprint of AJB 50.05.23;translated from Russian;

39 52.05(0).26  H. Spencer Jones, General Astronomy, , , , , , Heelal 8 49 and Proc. Phys. Soc. (B) 65 392 and Sky Tel. 12 17, reference AJB 51.05.18;

40 52.05(0).27  P. van de Kamp, Basic Astronomy, New York, Random House, 1952, 15+400 pp, $3.75, BSAF 66 405 and JBAA 63 44 and J RAS Canada 47 34 and Obs 72 247 and Publ ASP 65 56 and Sky Tel. 11 227 and Sky Tel. 12 16, 

41 52.05(0).29  H. Kienle, Der gestirnte Himmel über dir: Aufsätze und Vortäge vom Wesen astronomischer Forschung, Wiesbaden, Verlag für angewandte Wissenschaften, 1952, 252 pp, DM 9.80, Coelum 20 124 and Sternenwelt 4 155, 2nd edition;

42 52.05(0).30  H. Kienle, Atome comma Sterne comma Weltsysteme, Wiesbaden, Verlag für angewandte Wissenschaften, 1952, 51 pp, DM 4.80, Sternenwelt 4 195 and Weltraumfahrt 1952 129, 

43 52.05(0).31  W. S. Krogdahl, The Astronomical Universe, New York, The Macmillan Co., 1952, 17+599 pp, $6.25, J RAS Canada 46 170 and Publ ASP 64 327 and Sky Tel. 11 174 and Sky Tel. 11 306, 

44 52.05(0).32  P. J. M. Lenz, Die Himmel rühmen... comma Bilder vom Weltall, Insbruck-Wien, Tyrolia-Verlag, 1950, 662 pp, , Sternenwelt 4 75, 7th edition;other list as 6th - 7th edition; 

45 52.05(0).33  W. Malsch, Astronomische Abende, Karlsruhe, Verlag Malsch & Vogel, 1952, 205 pp, , , 

46 52.05(0).32  L. Mattersdorf, Insight into Astronomy, New York, Lantern Press Inc., 1952, 223 pp, $3.50, JBAA 63 81 and J RAS Canada 47 35 and Sky Tel. 12 18 and Sky Tel. 12 104 and Strolling Astronomer 6 176, also published Cambridge MA: Sky Publishing Corporation;

47 52.05(0).35  C. S. Mundt, Looking at the Stars, Dubuque IA, W. C. Brown Co., 1952, 57 pp, $1.50, Publ ASP 64 146 and Sky Tel. 11 147 and Sky Tel. 11 199, 

48 52.05(0).36  A. A. Nijland, De bouw van het Heelal, , , , , , Heelal 8 32, reference AJB 50.05.35;

49 52.05(0).37  A. Niklitschek, In den Tiefen des Weltenraumes, Linz a. d. Donau, Brücken-Verlag, 1950, 136 pp, DM 6.50, Sternenwelt 4 34, 

50 52.05(0).38  N. G. Nowikowa, <<Ungewöhnliche>> Himmelserscheinungen, Moskau, Technischer Staatsverlag, 1952, 64 pp, 1R., , 3rd edition;in Russian;

51 52.05(0).39  N. G. Nowikowa, Neobvyklé úkazy na obloze, Prag, Naše vojsko, , 55 pp, 9 Kčs, , reprint of AJB 52.05.38;translated from Russian;

52 52.05(0).40  C. Payne-Gaposchkin, Stars in the Making, Cambridge MA, Harvard University Press, 1952, 12+160 pp, $4.25, J RAS Canada 48 28 and Publ ASP 65 54 and Sky Tel 12 76 and Sky Tel. 12 161, 

53 52.05(0).41  J. I. Perelman, Unterhaltende Astronomie, , , , , , , other Auch in weiteren regionalen Ausgaben und Landessprachen der UdSSR erschienen; other what ever that means; reference AJB 49.05.40;

54 52.05(0).42  I. F. Polak, Lehrbuch der allgemeinen Astronomie, Moskau-Leningrad, Staatsverlag für technisch-theoretische Literatur, 1951, 387 pp, , AJ UdSSR 29 103, 6th edition;in Russian;

55 52.05(0).43  P. I. Popow, Astronomie, Moskau, Lehr-pädagogischer Staatsverlag des Ministeriums für Bildungswesen der Russ. Sowjetrepublik, 1952, 120 pp, 2R. 40 Kop., , in Russian;

56 52.05(0).44  P. I. Popow, Allgemein zugängliche praktische Astronomie, Erwan, Ajpetrat, 1952, 208 pp, 3R. 80 Kop., , in Armenian;

57 52.05(0).45  P. I. Popow, Kontrollarbeiten zur Astronomie, Moskau, Lehr-pädagogischer Verlag, 1952, , 35 Kop., , in Russian;

58 52.05(0).46  J. C. Rademaker, Geheimen tussen hemel en aarde (sterrekunde voor iedereen), Leiden, L. Stafleu, , 161 pp, f 5.50, Hemel en Dampkring 50 218, 

59 52.05(0).47  H. A. Rey, The Stars: A New Way to See Them, Boston, Houghton Mifflin, 1952, 143 pp, $4.00, Sky Tel. 11 147 and Sky Tel. 11 256, 

60 52.05(0).48  J. Robinson, The Universe We Live In, New York, Thomas Y. Crowell Co., 1952, 252 pp, $4.50, Publ ASP 65 55 and Southern Stars 15 139 and Sky Tel. 12 76 and Sky Tel. 12 189 and Strolling Astronomer 7 35, also published New York: Ward & Lock;

61 52.05(0).49  I. Ruud, Stjernerne og Universet; Populaer astronomi, Oslo, J. W. Cappelens Forlag, 1951, , Kr. 17.80, Urania Kopenhagen 9 10, 

62 52.05(0).50  E. Rybka, Astronomia dla Klasy XI, Warsawa, Panstwowe Zakłady Wydawnictw Szkolnych, 1951, , , AJ UdSSR 29 233, 

63 52.05(0).51  W. A. Schischakow, Methodische Hilfsmittel für den Lehrer der Astronomie an der Mittelschule, Moskau, Lehr-pädagogischer Staatsverlag des Ministeriums für Bildungswesen der Russ. Sowjetrepublik, 1952, 152 pp, 2R. 50 Kop., , in Russian;

64 52.05(0).52  H. Schmeiser, Das ABC des Weltbaues, Graz, Verlag Ulrich Moser, , 8+80 pp, DM 1.80, Sternenwelt 4 196, 

65 52.05(0).53  G. B. Shadanow, Strahlen aus den Tiefen des Weltraumes, Kiew, Technischer Staatsverlag Ukrain. Sowjetrepublik, 1952, 116 pp, 1R. 85 Kop., , in Ukranian;

66 52.05(0).54  H. Siedentopf, Die physikalische Erforschung des Weltalls, Köln-Opladen, Westdeutscher Verlag (Friedrich Middelhauve), , 38 pp, DM 2.75, Sternenwelt 4 76, 

67 52.05(0).55  N. W. Siukajew, Der Bau des Weltalls, Dsaudshkau, Staatsverlag nord-ossetischen autonomen Sowjetrepublik, 1952, 280 pp, 6R. 60 Kop., , in ossetisch;

68 52.05(0).56  E. F. Skworzow, Astronomie, Miskau, Lehr-pädagogischer Verlag, 1952, 302 pp, 8R. 20 Kop., , in Russian;

69 52.05(0).57  W. M. Smart, Astronomy, Oxford, University Press, 1952, 160 pp, 9s 6d, JBAA 63 43 and Obs 72 246, 2nd edition;

70 52.05(0).58  W. Stein, Das kleine Sternenbuch für Sternfreunde comma Segler und Seeleute, , , , , , Nachrichtenblatt VdS 3 26, reference AJB 49.05.61;

71 52.05(0).59  K. Stumpff, Das Uhrwerk des Himmels, Stuttgart, Franckh'sche Verlagshandlung, 1952, 134 pp, DM 4.90, , other in Halbleinen DM 5.80 (half linen?); 

72 52.05(0).60  Z. Švesta and M. Kopercký and F. Link and V. Valníček and J. Kleczek, O vesmíru, Praf, Osvěta, , 80 pp, Kčs 15, , 

73 52.05(0).61  O. Thomas, Himmel und Weltall, , , , , , Coelum 20 151 and Gaz astr 35 76 and Irish AJ 2 30 and Orion Schaffhausen 4 155 and Z. Naturforschung 8a 220, reference AJB 51.05.56;

74 52.06(0).62  F. Trommsdorff, Erde und Weltall; Eine kleine Astrophysik für jedermann, Hildesheim, Fredrich M. Hörbold-Verlag K. G., 1951, 92 pp, DM 0.45, Sternenwelt 5 36, other Miniature-Bibliothek; 

75 52.05(0).63  Å. Wallenquist, Den moderna astronomin och dess världsbild, Stockholm, Forum, 1951, , , PAT 33 76, 

76 52.05(0).64  M. A. Waschakidse, Sterne and Nebel, Tiflis, Verlag Akad. Wiss. Georg. Sowjetrepublik, 1952, 54 pp, 75 Kop., , in Georgian;

77 52.05(0).65  H. Werner, Orientierung im Gelände nach Gestirnen, Stuttgart, Piscator Verlag, 1952, 80 pp, DM 6.00, Naturwiss. Rundschau 5 172 and Optik 9 46 and Sternenwelt 4 116, 4th edition;

78 52.05(0).66  W. Widmann, Astronomie comma leicht wie noch nie, Stuttgart, Franckh'sche Verlagshandlung, 1951, 84 pp, DM 1.80, Sterne 29 120 and Sternenwelt 4 196, 

79 52.05(0).67  W. Widmann and K. Schütte, Welcher Stern ist das?, Stuttgart, Franckh'sche Verlagshandlung, 1951, 154 pp, DM 5.80, Heelal 8 51 and Sternenwelt 4 154, 

80 52.05(0).68  P. W. Wojnilowitsch and I. F. Schewljakow, Erde und Sonne, Moskau, Staatlicher Kultur- und Volksbildungsverlag, 1952, 80 pp, 1R. 25 Kop., , in Russian;

81 52.05(0).69  B. A. Woronzow-Weljaminow, Skizzen über das Weltall, Moskau, Techischer Staatsverlag, 1952, 528 pp, 9R. 45 Kop., , 2nd edition;in Russian;

82 52.05(0).70  B. A. Woronzow-Weljaminow, Die Welt der Sterne, Moskau, Kriegsverlag, 1952, 86 pp, 1R. 45 Kop., , in Russian;

83 52.05(0).71  H. S. Zim and R. H. Baker, Stars, New York, Simon & Schuster, , 155 pp, $1.00, Strolling Astronomer 6 59, 

84 52.06(0).02  G. A. Aristow, Um die materialistische Weltanschauung in der Astronomie, Moskau, Verlag <<Snanie>>, 1952, 32 pp, 60 Kop., , in Russian;

85 52.06(0).03  E. Ayres and C. A. Scarlott, Energy Sources — The Wealth of the World, New York, McGraw-Hill Book Co. Inc., 1952, 344 pp, $5.00, Sky Tel. 11 200, 

86 52.06(0).04  N. P. Barabaschew, Der Kampf mit dem Idealismus auf dem Gebiet der kosmogonischen und kosmologischen Hypothesen, Charkow, Verlag der Gorkij-Staatsuniversität, 1952, 120 pp, 3R., , in Russian;

87 52.06(0).08  P. Coudere, L'Astrogolie, , , , , , Ann d'Astrophys 15 71 and BSAF 66 172 and Coelum 20 27 and Gaz astr 34 35 and JBAA 63 45 and Orion Schaffhausen 3 374, reference AJB 51.06.10;

88 52.06(0).09  R. Ebertin, Astrologie; I Bändchen, Hildesheim, Fredrich M. Höbold-Verlag K. G., 1951, 58 pp, DM 0.45, Sternenwelt 5 36, other miniature book; 

89 52.06(0).10  G. F. Hartlaub, Bewußtsein auf anderen Sternen?, , , , , , Sternenwelt 4 116, reference AJB 51.06.22;

90 52.06(0).13  J. Jeans, Het Heelal comma zijn bouw en zijn vraagstukken, 's Gravenhage, H. P. Leopolds U. M., , 287 pp, f. 11.50, Hemel en Dampkring 50 114, 

91 52.06(0).15  H. Spencer Jones, Life on Other Worlds, London, English Universities Press Ltd., 1952, 8+259 pp, 12s 6d, Heelal 8 49 and JBAA 62 237 and Obs 72 161, 2nd edition;

92 52.06(0).19  H. E. Landsburg, Advances in Geophysics I, New York, Academic Press Inc., 1952, 362 pp, $7.80, Sky Tel. 12 217, 

93 52.06(0).23  W. A. Mesenzew, Rätsel der Natur (atmosphärische und Himmels-Erscheinungen), Moskau, <<Moskowskij Rabotschij>>, 1952, 104 pp, 1R. 55 Kop., , in Russian;

94 52.06(0).25  E. Nadjoshdin, Wissenschaft und Religion über den Bau des Weltalls, Gorno-Altajsk, , , , , , in altajisch.;

95 52.06(0).26  M. Neurath, Let's Look at the Sky, London, Max Parrish, 1952, 36 pp, 7s 6d, JBAA 63 46, 

96 52.06(0).34  L. Reiners, Steht es in den Sternen?, , , , , , Orion Schaffhausen 3 409, reference AJB 51.06.48;

97 52.06(0).36  W. W. Scharanow, Gibt es leben auf den Planeten?, Moskau, Kriegsverlag, 1952, 47 pp, 60 Kop., , in Russian;

98 52.06(0).37  G. I. Sherechow, Wissenschaft und religion über den Bau des Weltalls, Ufa, Baschkirischer Staatsverlag, 1952, 44 pp, 1R. 30 Kop., , in baschkirisch.;

99 52.06(0).41  E. Strogowa, Wie Entdeckungen gemacht werden, Moskau-Leningrad, Staatsverlag für Jugendliteratur, 1952, 238 pp, , AJ UdSSR 29 742, in Russian;

100 52.06(0).42  N. N. Sytinskaja, Gibt es Leben auf andern Planeten?, Moskau, Staatlicher Kultur- und Volksbildungsverlag, 1952, 64 pp, 1R., , in Russian;

101 52.06(0).43  N. N. Sytinskaja, Gibt es leben auf den Himmelskörpern?, Tiflis, , 1952, 112 pp, 1R. 25 Kop., , in Georgian;

102 52.06(0).44  O. Thomas, Atlas der Sternbilder, Salzburg, <<Das Bergland-Buchs>>, 1952, 155 pp, , Coelum 21 22 and Irish AJ 2 152 and Orion Schaffhausen 4 154 and Sternenwelt 5 155, 2nd edition;

103 52.06(0).47  I. Velikovsky, Welten in Zusammenstoß, Stuttgart, W. Kohlhammer, , 403 pp, DM 15.60, Sternenwelt 4 35, reprint of AJB 51.06.65;translated from English;

104 52.06(0).48  E. J. Webb, The Names of the Stars, London, Nisbet & Co. Ltd., 1952, 206 pp, 15s, Sky Tel. 12 188 and Sky Tel. 12 268, 

105 52.06(0).52  L. Mallan ed., The Mystery of Other Worlds Revealed, New York, Fawcett Publications Inc., 1952, 144 pp, $0.75, J. British Interplanetary Soc. 12 141, 

106 52.07(0).01  K. Heinemann and W. Lohmann ed., Astronomischer Jahresbericht; Band 49, Berlin, Walter de. Gruyter & Co., 1952, 50+420 pp, DM 56.00, , 

107 52.07(0).26  , Aristoteles: Vom Himmel comma Von der Seele comma Von der Dichjunst, Zürich, Artemis-Verlag, 1950, 440 pp, , Sternenwelt 5 116, translated  by O. Gigon;

108 52.07(0).27  , N. Kopernikus comma De revolutionibus orbium caelestium, München, R. Oldenbourg, 1949, 476 pp, DM 38.50, Phys. Blätter 8 43, other revised entry; reference AJB 49.07.15;

109 52.07(0).30  , Johannes Kepler comma Gesammelte Werke Band 13—15, , , , , , Coelum 20 152 and Gaz astr 35 30 and Sterne 28 78, other also AJB 49.07.19; other also AJB 51.07.19; reference AJB 49.07.18;

110 52.07(0).32  M. Caspar, Bibliographia Kepleriana, München, C. H. Beck'sche Verlagshandlung, 1936, 158 pp, DM 27.00, Gaz astr 34 14, 

111 52.07(0).33  F. J. Carmody ed., Al-Bitruni comma De Motibus Celorum, Berkeley, University of California Press, 1952, 180 pp, $2.75, Sky Tel. 12 242, 

112 52.07(0).36  J. Bartels and P. ten Bruggencate ed., Landolt-Börnstein comma Zahlenwerte und Funktionen aus Physik comma Chemie comma Astronomie comma Geophysik und Technik comma Band III Astronomie und Geophysik, Berlin-Göttingen-Heidelberg, Springer-Verlag, 1952, 18+795 pp, DM 248.00, AN 281 45 and Ann d'Astrophys 15 199 and Mitt. AG 1951 68, 

113 52.07(0).37  W. H. Westphal ed., Physikalisches Wörterbuch, Berlin-Göttingen-Heildelberg, Springer-Verlag, 1952, 6+833+795 pp, , , other two volumes?; 

114 52.10(1).03  G. Abetti, Keplero, , , , , , Ciel et Terre 68 292 and Coelum 20 56, reference AJB 51.10.03;

115 52.10(1).05  A. Alberti-Poja, La meridiana della Chiesa di S. Maria degli Angeli a Roma comma l'astronomo Bianchini e la Pasqua, Rome, F. Ili Palombi, 1948, 169 pp, Lire 2000, Coelum 20 124, 

116 52.10(1).08  C. Baumgardt, Johannes Kepler: Life and Letters, London, Victor Gollanz Ltd., 1952, 209 pp, 12s 6d, JBAA 63 46, 

117 52.10(1).09  W. Brunner, Pioniere der Weltallforschung, , , , , , Orion Schaffhausen 3 371, reference AJB 51.10.14;

118 52.10(1).10  M. Caspar, Johannes Kepler, , , , , , Gaz astr 35 75 and PAT 33 79, reference AJB 48.10.08;

119 52.10(1).12  E. Ehrlich Levinger, Galileo: First Observer of Marvellous Things, New York, Julian Messner, 1952, 180 pp, $2.75, Sky Tel. 12 242 and Sky Tel. 12 269, 

120 52.10(1).14  W. Federau, Nikolaus Kopernikus, Nürnburg, Olympia-Verlag, 1949, 180 pp, DM 0.70, Sternenwelt 4 156, 

121 52.10(1).16  Z. Harsany, Und sie bewegt sich doch; Ein Roman um Galileo Galile, Wien-Stuttgart-Berlin, Paul Neff Verlag, 1951, 760 pp, DM 19.80, Sternenwelt 4 156, translated from Hungarian by J. P. Toth and A. Luther;edited by J. P. Toth and A. Luther;

122 52.10(1).20  E. J. Holmyard, British Scientists, New York, Philosophical Library, 1951, 88 pp, $2.75, Sky Tel. 11 93, 

123 52.10(1).28  K. Lundmark, Astronomiska upptäckter I, , Harriers bokförlag, 1950, 223 pp, 8.75 Schwed Kr., NAT 1952 36, 

124 52.10(1).29  K. Lundmark, Astronomiska upptäckter II, , Harriers bokförlag, 1951, 190 pp, 8.75 Schwed Kr., NAT 1952 36, 

125 52.10(1).32  E. A. Milne, Sir James Jeans, Cambridge, University Press, 1952, 16+176 pp, $4.00 and 21s, Irish AJ 2 152 and JBAA 63 191 and Obs 73 29 and Proc. Phys. Soc. (A) 66 417 and Proc. Phys. Soc. (B) 66 336 and Publ ASP 65 97 and Sky Tel. 12 134 and Sky Tel. 13 20, 

126 52.10(1).33  A. Morosow, Michail Wassiljewitsch Lomonossow, Leningrad, Verlag für Zeitungen comma Zietschriften und Bücher, 1952, 856 pp, , Priroda 43 Nr. 1 118, 2nd edition;in Russian;

127 52.10(1).37  W. Norlind, Tycho Brahe, , , , , , BSAF 66 406 and Ciel et Terre 68 90 and PAT 33 78, reference AJB 51.10.40;

128 52.10(1).38  J. G. Perel, Hervorragende russische Astronomen, Moskau-Leningrad, GTTI, 1951, 216 pp, , AJ UdSSR 29 106, in Russian;

129 52.10(1).41  G. Revzin, Mikuláš Koperník, Prag, Osvěta, , 256 pp, Kčs 86, , 

130 52.10(1).45  J. Sponsel, Kopernikus — Kampf und Sieg, Schloß Bleckede a. d. Elbe, Otto Meißners Verlag, , , DM 4.80, Sternenwelt 4 156, 

131 52.10(1).51  S. I. Wawilow, Isaac Newton, , , , , , Phys Blätter 10 475, reference AJB 51.10.57;

132 52.10(1).54  , Les inventeurs célèbres, Paris, Editions d'Art Lucien Mazenot, , , , BSAF 66 407, other La Galerie des nommes célèbres; 

133 52.13(0).02  G. Abetti, The History of Astronomy, New York, Schuman, 1952, 338 pp, $6.00 and 25s, J. British Interplanetary Soc. 13 361 and Math. Rev. 14 343 and Sky Tel. 12 76 and Sky Tel. 12 132, translated from Italian by B. B. Abetti;also published London: Sidgwick & Jackson;

134 52.13(0).04  F. Becker, Gechichte der Astronomie, Bonn, E. Rothacker, 1951, 95 pp, DM 4.50, Phys. Blätter 8 285, also published Bonn: Athenäum-Verlag;other verify publisher (are they one or two); 

135 52.11(0).05  F. Boll, Kleine Schriften zur Sternkunde des Altertums, Leipzig, Koehler & Amelang, 1950, 28+450+39 pp, DM 22.50, Deutsche Literaturzeitung 73 50, edited by V. Stegemann;other revised entry; reference AJB 51.13.03;

136 52.13(0).06  H. A. Calahan, The Sky and the Sailor; A History of Celestial Navigation, New York, , 1952, 262 pp, , , 

137 52.13(0).08  H. Dingle, The Scientific Adventure; Essays in the History and Philosophy of Science, London, Pitman, 1952, 9+373 pp, 30s, Obs 73 120, 

138 52.13(0).09  G. A. Gurew, Das Weltsystem von den ältesten Zeiten bis zu unseren Tagen, , Moskowskij Rabotschij, 1950, 393 pp, , AJ UdSSR 29 495, in Russian;

139 52.13(0).10  R. W. Kunizkij, Die Entwicklung der Anschauungen über den Bau des Sonnensystems; Kurzer historischer Überblick, Moskau, Technischer Staatsverlag, 1952, 80 pp, 1R. 20 Kop., AJ UdSSR 30 368, 5th edition;in Russian;

140 52.13(0).11  A. v. Mörl, Die große Weltordnung; Band III Die Wiedergeburt der Wissenschaft, Innsbruck, Universitätsverlag Wagner, 1952, 471 pp, , Sternenwelt 5 116, 

141 52.13(0).12  O. Neugebauer, The Exact Sciences in Antiquity, Kopenhagen, Ejnar Munksgaard, 1952, 9+191 pp, $5.00, J. Hist. Med. Allied Sci. 8 97 and Sky Tel. 11 174 and Sky Tel. 11 227, also published Oxford: University Press and Princeton: Princeton University Press;

