Entry format

Num AJB_ID Author [and author [and …]] [ed.|comp.], Title, Place, Publisher, year, description, price, review [and review [and …]], comments

AJB_ID   volume.section[(subsection)].entry, for example 68.144(1).25 would be volume 68, section 144, subsection 1, and entry number 25.

Commas are field separators for automatic parsing.  Use the word ‘comma’ if you want the character in field string. We will use global search and replace after parsing into fields.

Save as Unicode UTF-8 text encoding. Skip section 2 in Part 1

For volume AJB 47 Index to the Literature of 1947, started 18 April 2015, finished 3 May 2015, proofread 8 May 2015


1 47.03(0).07  P. Frank, Einstein comma His Life and Times, New York, A. A. Knopf, 1947, 310+11 pp, $4.50, Sky Tel. 7 16, translated from German by G. Rosen;in English;

2 47.03(0).13  H. S. Jones, John Couch Adams and the discovery of Neptune, Cambridge, Cambridge University Press, 1947, 43 pp, 2s and $7.50, Obs 67 233 and Sky Tel. 6 Nr. 11 16 and PAT 29 84, also published New York: Macmillan;

3 47.03(0).15  N. A. Möller Nicolaisen, Tycho Brahe Papirmölle paa Hven, , Gyldendal, 1946, 72 pp, 7.75 Kr., NAT 1947 38, 

4 47.03(0).18  R. Rajehl, M. R. Stefánik, Prag, Orbis, 1947, 40 pp, , , in Czech;

5 47.03(0).31  , Newton Tercentenary Celebrations, Cambridge, Cambridge University Press, 1947, 15+92 pp, 10s 6d, Math. Reviews 9 75 and Nature 161 375, 

6 47.04(0).31  M. Sterns, Directory of Astronomical Observatories in the United States, Ann Arbor MI, J. W. Edwards, 1947, 10+162 pp, $2.85, Sky Tel 6 Nr. 10 16, 

7 47.05(0).01  A. Armitage, Sun comma Stand Thou Still, New York, Schuman, 1947, 224 pp, $3.00, Scientific Monthly 65 439, 

8 47.05(0).02  F. Becker, Geschichte der Astronomie, Bonn, Universitäts-Verlag, 1947, 95 pp, RM 3.50, AN 276 271 and Physikalische Blätter 4 77 and Z. f. Naturforschung 3a 187 and Ann d'Astrophys 10 300 and PAT 29 79, 2nd edition;

9 47.05(0).04  J. A. Gade, The Life and Times of Tycho Brahe, Princeton, University Press, 1947, 209 pp, $3.50, Publ ASP 60 133, other printed for the American-Scandinavian Foundation; 

10 47.05(0).13  H. T. Pledge, Science since 1500: A Short History of Mathematics comma Physics comma Chemistry comma Biology, New York, Philosophical Library, 1947, 357 pp, $5.00, ApJ 105 505 and Sky Tel. 6 Nr. 6 17, 

11 47.06(0).14  H. Michel, Traité de l'Astrolabe, Paris, Gauthier-Villars, 1947, 8+202 pp, 1200 frcs., Ann. Françaises de Chronométrie 18 185 and Gaz astr 29 64 and Math. Reviews 9 483, 

12 47.06(0).18  W. C. Rufus and Tien Hsing-Chih, The Soochow Astronomical Chart, Ann Arbor MI, University of Michigan Press, , 24+5 pp, $2.50, ApJ 105 505, 

13 47.06(0).19  H.-U. Sandig, Zur Beobachtungsgeschichte des Zodiakallichtes, Bamberg, Verlashaus Meisenbach & Co., 1947, 9 pp, , , 

14 47.06(0).27  E. Zinner, Zur Ulmer Sternkunde und Uhrmacherei im Mittelalter, Bamberg, Verlagshaus Meisenbach & Co., 1947, 8 pp, , , 

15 47.06(0).28  E. Zinner, Über die früheste Form des Astrolabe, Bamberg, Verlagshaus Meisenbach & Co., 1947, 13 pp, , , 

16 47.07(0).01  , Astronomischer Jahresbericht v45, Berlin, Walter de Gruyter & Co., 1948, 42+333 pp, , , other literature for the year 1943 to 1946 part 1; 

17 47.08(0).01  D. Alter, Atoms comma Rockets and the Moon, Los Angeles, Griffith Observatory, 1947, 44 pp, $0.65, Pop Astr 55 563 and Sky Tel. 7 16, 

18 47.08(0).02  G. Armellini, I fondamenti scientifici dell'Astronomia, Milano, Ulrico Hoepli, 1947, 15+320 oo, 650 Lire, Mem SA It (NS)18 269 and Nature 161 419, 

19 47.08(0).03  F. Becker, Einführung in die Astronomie, Leipzig, Bibliographisches Institut, 1947, 148 pp, , Phys. Blätter 4 262, 2nd edition;other Meyers Kleine Handbücher Band 41; 

20 47.08(0).04  M. Daisomont, Essai de philosophie de l'astronomie, Bruges, Editions <<De Tempel>>, 1947, 32 pp, , Ciel et Terre 63 129, 2nd edition;

21 47.08(0).05  M. Davidson, The Stars and the Mind: A Study of the Impact of Astronomical Development on Human Thought, London, Watts & Co., 1947, 10+210 pp, 10s 6d, Ciel et Terre 63 174 and Obs 67 110, 

